flt,mjd,fluxcal,fluxcalerr,processing
Y,60952.57252424242,10934.852411484826,740.0433243523698,gp
Y,60953.2078030303,10745.50577543974,812.3987404759926,gp
Y,60953.84308181818,10596.402287814537,863.6360874755737,gp
Y,60954.47836060606,10479.406970359096,894.2368712141146,gp
Y,60955.11363939394,10386.471596703537,908.474038705729,gp
Y,60955.74891818182,10309.602454830823,914.8481564717814,gp
Y,60956.384196969695,10240.828231753556,926.5210350103739,gp
Y,60957.019475757574,10172.167922855688,960.4254096152935,gp
Y,60957.65475454545,10096.15655083007,1032.236036656504,gp
Y,60958.29003333333,10010.73392303955,1140.3454514548582,gp
Y,60958.92531212121,9916.865694941618,1272.9357344100756,gp
Y,60959.56059090909,9815.477367636122,1419.0732806254314,gp
Y,60960.19586969697,9707.422888847057,1570.202045943126,gp
Y,60960.831148484845,9593.488543702755,1720.0080638099516,gp
Y,60961.466427272724,9474.396597988853,1863.8851946915447,gp
Y,60962.1017060606,9350.808705422049,1998.4451839125622,gp
Y,60962.73698484848,9223.329089792129,2121.1601684655393,gp
Y,60963.37226363636,9092.507512213018,2230.11959109301,gp
Y,60964.00754242424,8958.842033032623,2323.8677452930597,gp
Y,60964.64282121212,8822.781577336274,2401.2948381255283,gp
Y,60965.278099999996,8684.72831245734,2461.5632343055795,gp
Y,60965.913378787875,8545.039845286334,2504.0571575225003,gp
Y,60966.54865757575,8404.03124662739,2528.3484864995617,gp
Y,60967.18393636363,8261.976909398018,2534.1740514834787,gp
Y,60967.81921515151,8119.112246903856,2521.4215973430687,gp
Y,60968.45449393939,7975.635236936392,2490.1227349373103,gp
Y,60969.08977272727,7831.707817042679,2440.452013914408,gp
Y,60969.725051515146,7687.457135799879,2372.7318921774868,gp
Y,60970.360330303025,7542.9766644878255,2287.4439832431913,gp
Y,60970.99560909091,7398.32717321286,2185.2476632623516,gp
Y,60971.63088787879,7253.537575006234,2067.008084721256,gp
Y,60972.26616666667,7108.605641104557,1933.8371488571643,gp
Y,60972.90144545455,6963.498590208932,1787.153532040608,gp
Y,60973.536724242425,6818.15355411961,1628.7724001049796,gp
Y,60974.172003030304,6672.477921750025,1461.0438543768064,gp
Y,60974.80728181818,6526.349563223721,1287.0750096397337,gp
Y,60975.44256060606,6379.616935325543,1111.0997183173272,gp
Y,60976.07783939394,6232.099069217205,939.1051112114086,gp
Y,60976.71311818182,6083.585441039442,779.8402483771847,gp
Y,60977.3483969697,5933.866304460829,645.9263425387583,gp
Y,60977.983675757576,5785.768361557195,547.0285831100659,gp
Y,60978.618954545454,5647.7424136864865,484.34055868284435,gp
Y,60979.25423333333,5528.8576533967025,464.7327630595558,gp
Y,60979.88951212121,5433.656456987923,490.3519232341327,gp
Y,60980.52479090909,5353.586481291681,541.0579312400315,gp
Y,60981.16006969697,5277.778266344991,602.7694035845713,gp
Y,60981.79534848485,5196.760562411851,670.776541784262,gp
Y,60982.430627272726,5108.9420232156845,736.0759915451401,gp
Y,60983.065906060605,5015.459472997991,791.1653035155729,gp
Y,60983.70118484848,4917.408585936304,833.8727138254586,gp
Y,60984.33646363636,4815.845737679945,867.3101641445417,gp
Y,60984.97174242424,4711.792705349984,900.0625630011637,gp
Y,60985.60702121212,4606.241241370895,945.9513659526527,gp
Y,60986.2423,4500.157535539467,1021.9665091279392,gp
g,60934.2848,4338.389513860483,79.89875341688465,gp
g,60934.708042424245,4283.012167331865,70.83034193207293,gp
g,60935.13128484849,4225.834683575031,65.68102736831808,gp
g,60935.554527272725,4166.918678956586,64.08649507406692,gp
g,60935.97776969697,4106.325187458264,65.66684467471055,gp
g,60936.40101212121,4044.11546374541,70.18386045173196,gp
g,60936.824254545456,3980.467671855389,77.48370903715842,gp
g,60937.2474969697,3915.801834692331,87.3604650505761,gp
g,60937.67073939394,3850.4950814320887,99.58681478569017,gp
g,60938.09398181818,3784.6551675420505,113.57124462227024,gp
g,60938.51722424242,3718.327171221472,128.75474437521152,gp
g,60938.94046666667,3651.555960000186,144.71746899376447,gp
g,60939.36370909091,3584.386204587827,161.1464061339251,gp
g,60939.786951515154,3516.8623926828436,177.80418611907976,gp
g,60940.2101939394,3449.028842736127,194.50605778495523,gp
g,60940.633436363634,3380.9297176763616,211.10423836287663,gp
g,60941.05667878788,3312.6090385914185,227.477507147196,gp
g,60941.47992121212,3244.110698386722,243.52426242598395,gp
g,60941.903163636365,3175.478475402514,259.1578195976243,gp
g,60942.32640606061,3106.756047001549,274.30316272606825,gp
g,60942.74964848485,3037.987003142308,288.89465058441397,gp
g,60943.17289090909,2969.2148599186366,302.874360582651,gp
g,60943.59613333333,2900.483073079854,316.19086746449966,gp
g,60944.019375757576,2831.8350515444977,328.7983244665109,gp
g,60944.44261818182,2763.3141708883263,340.6557592704642,gp
g,60944.86586060606,2694.9637868274253,351.7265256077852,gp
g,60945.28910303031,2626.8272486919827,361.97786991898306,gp
g,60945.71234545454,2558.947912896196,371.38058471888706,gp
g,60946.13558787879,2491.369156399944,379.9087285528528,gp
g,60946.55883030303,2424.134390182967,387.53939805408976,gp
g,60946.982072727274,2357.287072711207,394.2525415297674,gp
g,60947.40531515152,2290.8707234150643,400.03080626458296,gp
g,60947.82855757576,2224.928936176292,404.85941372300874,gp
g,60948.2518,2159.505392828697,408.7260582868285,gp
g,60948.67504242424,2094.643876668919,411.62082625272257,gp
g,60949.098284848485,2030.3882859916973,413.5361326432686,gp
g,60949.52152727273,1966.7826476459197,414.4666740367082,gp
g,60949.94476969697,1903.871130609656,414.40939614677444,gp
g,60950.36801212121,1841.6980595971263,413.3634753276097,gp
g,60950.79125454545,1780.3079286899726,411.3303135725337,gp
g,60951.2144969697,1719.7454150113533,408.3135469459795,gp
g,60951.63773939394,1660.0553924259855,404.31906775757227,gp
g,60952.060981818184,1601.2829452835647,399.355061185282,gp
g,60952.48422424243,1543.4733822042108,393.43205750546844,gp
g,60952.907466666664,1486.6722499077807,386.56300162895104,gp
g,60953.33070909091,1430.9253470881185,378.76334231861404,gp
g,60953.75395151515,1376.278738346628,370.0511443451125,gp
g,60954.177193939395,1322.7787681699087,360.4472280057814,gp
g,60954.60043636364,1270.472074969472,349.97534203938187,gp
g,60955.02367878788,1219.4056051799203,338.6623782091711,gp
g,60955.44692121212,1169.626627422019,326.53863902522795,gp
g,60955.87016363636,1121.1827467230298,313.63817472520276,gp
g,60956.293406060606,1074.1219188223738,299.9992125392925,gp
g,60956.71664848485,1028.4924645334868,285.66471169023833,gp
g,60957.13989090909,984.3430841881365,270.68309371899164,gp
g,60957.56313333334,941.7228721578708,255.1092231728366,gp
g,60957.98637575757,900.6813314571694,239.00575477739474,gp
g,60958.40961818182,861.2683884277908,222.44503105451855,gp
g,60958.83286060606,823.534407517243,205.51182898131023,gp
g,60959.256103030304,787.5302061413745,188.30745221640052,gp
g,60959.67934545455,753.3070696441242,170.95601347711622,gp
g,60960.10258787879,720.91676635387,153.61436928644466,gp
g,60960.52583030303,690.4115627402,136.48825233343496,gp
g,60960.94907272727,661.8442386719092,119.85892375181805,gp
g,60961.372315151515,635.2681027870453,104.12693523929845,gp
g,60961.79555757576,610.7370079679375,89.87936185192194,gp
g,60962.2188,588.3053420365808,77.96985943944742,gp
g,60962.64204242424,567.9309614515325,69.40469056741472,gp
g,60963.06528484848,549.2550562569505,64.88308902518779,gp
g,60963.488527272726,531.9342078055907,64.76816701631383,gp
g,60963.91176969697,516.2802577918436,68.64697601869653,gp
g,60964.33501212121,502.9212719910203,75.64603937772168,gp
g,60964.75825454546,492.18338020719426,84.71131896620709,gp
g,60965.18149696969,483.95016587880275,94.72883630555216,gp
g,60965.60473939394,478.0709903905931,104.90643695980687,gp
g,60966.02798181818,474.3958643926617,114.71832613064936,gp
g,60966.451224242424,472.775405942548,123.81245426480753,gp
g,60966.87446666667,473.0607987755316,131.94679504005103,gp
g,60967.29770909091,475.10375069237233,138.95055816892696,gp
g,60967.72095151515,478.75645205679115,144.70127922337676,gp
g,60968.14419393939,483.87153439338226,149.111290817742,gp
g,60968.567436363635,490.3020290771247,152.11972359357443,gp
g,60968.99067878788,497.9013261072665,153.68788650542098,gp
g,60969.41392121212,506.52313295417315,153.7968698181987,gp
g,60969.837163636366,516.0214334735796,152.44680369097742,gp
g,60970.2604060606,526.2504468771737,149.6575949570712,gp
g,60970.683648484846,537.0645867531011,145.47128739311174,gp
g,60971.10689090909,548.3184201247947,139.9565497393647,gp
g,60971.530133333334,559.8666265428958,133.21630108095206,gp
g,60971.95337575758,571.5639571990047,125.40028035825438,gp
g,60972.37661818182,583.2651940545836,116.72563576550631,gp
g,60972.79986060606,594.8251089744903,107.51041078093257,gp
g,60973.2231030303,606.0984228592745,98.2262728804571,gp
g,60973.646345454545,616.9397647633849,89.57320726086482,gp
g,60974.06958787879,627.2036309962987,82.554180913747,gp
g,60974.49283030303,636.7653322244137,78.38667247079796,gp
g,60974.916072727276,645.6558711928169,77.83851553775415,gp
g,60975.33931515151,653.9762327385921,81.26777603953457,gp
g,60975.762557575756,661.8275671956204,88.74809339393188,gp
g,60976.1858,669.3108808448085,100.12202526860781,gp
i,60918.4084,2898.916098669043,225.13166095436358,gp
i,60919.63718787879,3870.1648619583293,219.59325901257264,gp
i,60920.86597575757,4853.065437874925,335.15671558505625,gp
i,60922.09476363636,5830.1174693499615,453.90137069375993,gp
i,60923.323551515154,6790.87535713583,544.5762759121932,gp
i,60924.55233939394,7724.783830948081,600.0315522036123,gp
i,60925.78112727273,8621.122653308292,618.8905108866239,gp
i,60927.00991515152,9468.950693305904,602.5318692583007,gp
i,60928.2387030303,10257.049165705983,554.859515277905,gp
i,60929.46749090909,10973.86382816469,483.3930192437351,gp
i,60930.69627878788,11607.445925811911,402.40484949022493,gp
i,60931.92506666667,12145.391668630378,339.2120072166997,gp
i,60933.15385454545,12575.868207349638,329.34097260907674,gp
i,60934.38264242424,12898.023350801086,356.0311304345169,gp
i,60935.61143030303,13117.387658792111,377.88037895764586,gp
i,60936.84021818182,13239.029293475578,374.83936370067767,gp
i,60938.06900606061,13267.480860549502,344.91930521851253,gp
i,60939.2977939394,13206.760166779417,303.6095842463478,gp
i,60940.52658181818,13060.393119017655,291.0143708962038,gp
i,60941.75536969697,12834.144884883852,336.6767587116438,gp
i,60942.98415757576,12540.760144474687,402.96862980606727,gp
i,60944.21294545454,12193.851755885285,457.22979096118166,gp
i,60945.44173333333,11806.709293076408,484.9752185981413,gp
i,60946.67052121212,11392.363841506423,481.350006641834,gp
i,60947.899309090906,10963.651796166501,447.69905221490666,gp
i,60949.128096969696,10533.277890921296,392.0392609218298,gp
i,60950.35688484849,10113.877685511205,333.1968711093396,gp
i,60951.58567272728,9718.001677173608,305.45872491822905,gp
i,60952.81446060606,9350.690022902887,321.1337311895696,gp
i,60954.04324848485,9003.287253777193,342.3436528348611,gp
i,60955.27203636364,8665.718379558708,343.2414077256326,gp
i,60956.50082424242,8327.904570509025,317.2314474475303,gp
i,60957.72961212121,7979.71737551739,271.95786147927083,gp
i,60958.9584,7612.635302605998,226.4588038225267,gp
i,60960.187187878786,7242.208424692256,186.2521941463387,gp
i,60961.415975757576,6896.56536002827,156.618360424678,gp
i,60962.64476363637,6580.53606550533,171.1228620158854,gp
i,60963.87355151515,6291.554445825648,241.49967837360083,gp
i,60965.10233939394,6025.83825225586,309.6046285304909,gp
i,60966.33112727273,5779.5822443034795,349.9104884119228,gp
i,60967.55991515151,5549.039522653307,355.5301587732328,gp
i,60968.7887030303,5330.505184685564,328.828870618056,gp
i,60970.01749090909,5120.300090762717,281.1566339487182,gp
i,60971.24627878788,4915.620795574505,232.17408601704295,gp
i,60972.475066666666,4719.951054997509,196.01426385556684,gp
i,60973.703854545456,4539.480848001922,220.5198017623675,gp
i,60974.932642424246,4377.491354994449,310.51378073778324,gp
i,60976.16143030303,4233.633754058526,408.9458478263669,gp
i,60977.39021818182,4107.389450534716,489.94619447216394,gp
i,60978.61900606061,3998.2994786190284,543.2783164973981,gp
i,60979.84779393939,3905.96303661377,564.6114598727817,gp
i,60981.07658181818,3830.036201342711,552.9987474676002,gp
i,60982.30536969697,3770.230817898855,510.4213949333788,gp
i,60983.534157575756,3726.313561375184,442.431105538274,gp
i,60984.762945454546,3698.1051677739943,360.41167760296474,gp
i,60985.991733333336,3685.4798317516415,286.9257828047308,gp
i,60987.22052121212,3686.713764588676,252.56481517061258,gp
i,60988.44930909091,3689.607573474088,250.96664706516296,gp
i,60989.6780969697,3678.0307930225645,273.9992523417825,gp
i,60990.90688484849,3645.3762746612047,311.44332442309957,gp
i,60992.13567272727,3598.349395549136,338.4494375029258,gp
i,60993.36446060606,3544.5649226756796,348.65184960725884,gp
i,60994.59324848485,3491.585538011179,354.52197533927,gp
i,60995.822036363636,3446.6794428490684,381.2770182850977,gp
i,60997.050824242426,3411.129751770244,429.3453191505033,gp
i,60998.279612121216,3380.4566546065726,474.45004570973987,gp
i,60999.5084,3349.9490298390556,499.7203389313403,gp
i,61000.73718787879,3314.8776334283466,496.3299324401287,gp
i,61001.96597575758,3270.472901583875,461.04046035997675,gp
i,61003.19476363636,3211.902588356821,395.2192445301014,gp
i,61004.42355151515,3134.249158958901,306.0392995427038,gp
i,61005.65233939394,3032.486858918601,213.72485917465372,gp
i,61006.881127272725,2905.9961471753086,172.05430029220256,gp
i,61008.109915151515,2793.6929855943345,212.03518956937265,gp
i,61009.338703030306,2716.6881836261928,264.99844578026295,gp
i,61010.567490909096,2679.8854661641235,293.20381476404754,gp
i,61011.79627878788,2688.3404777893447,297.2954077304007,gp
i,61013.02506666667,2743.5262846796395,295.48314170541954,gp
i,61014.25385454546,2817.806153521098,303.4004873211669,gp
i,61015.48264242424,2870.24473233103,344.49331296577316,gp
i,61016.71143030303,2878.1275948933326,423.91496106443924,gp
i,61017.94021818182,2846.7807100636674,513.4619944126271,gp
i,61019.169006060605,2783.7265647481436,593.1491048367415,gp
i,61020.397793939395,2696.321759854505,652.1529182769925,gp
i,61021.626581818186,2591.7921573422936,684.7175175126694,gp
i,61022.85536969697,2477.2675450988318,688.1510818558245,gp
i,61024.08415757576,2359.8159431820604,662.0490018561967,gp
i,61025.31294545455,2246.477673826026,608.1678650275281,gp
i,61026.54173333333,2144.2993168052562,530.8608736584066,gp
i,61027.77052121212,2060.367671392327,438.436956231799,gp
i,61028.99930909091,2001.8438461366968,346.47715926082935,gp
i,61030.2280969697,1975.9871094598493,282.80873042787385,gp
i,61031.456884848485,1984.4689903599428,262.1909947641238,gp
i,61032.685672727275,2013.9035536291703,247.80246797480052,gp
i,61033.914460606065,2048.4994389937565,220.92125077010704,gp
i,61035.14324848485,2072.4801315639415,208.80424224544709,gp
i,61036.37203636364,2074.58612486341,250.6524110130491,gp
i,61037.60082424243,2057.987172696514,315.2772203417473,gp
i,61038.82961212121,2028.632931720138,387.356485247234,gp
i,61040.0584,1992.4012208041677,481.70234641754297,gp
r,60918.3989,2874.571940366579,197.58137211560808,gp
r,60919.57703838384,3480.8641238736845,272.7237322510694,gp
r,60920.75517676768,4136.363278488979,401.7951439786354,gp
r,60921.93331515152,4825.2584287116315,511.5603858510502,gp
r,60923.111453535355,5531.960412899603,588.1342180171079,gp
r,60924.289591919194,6240.941116398819,628.5416255958968,gp
r,60925.46773030303,6936.572886298235,632.9285895759818,gp
r,60926.64586868687,7602.966966000994,603.1191047592819,gp
r,60927.82400707071,8223.809780731486,542.4466430210712,gp
r,60929.00214545454,8782.19589071521,456.1481248482822,gp
r,60930.18028383838,9260.456406991601,352.5413440531557,gp
r,60931.35842222222,9639.981635140171,246.3552625770628,gp
r,60932.53656060606,9901.103924979461,167.39260720394668,gp
r,60933.7146989899,10034.257746977175,134.35074952254405,gp
r,60934.892837373736,10052.296456257216,124.54414916941046,gp
r,60936.070975757575,9960.91041718874,120.86035999038197,gp
r,60937.249114141414,9755.502809934698,129.55699674040008,gp
r,60938.42725252525,9438.091128107577,145.37869767485583,gp
r,60939.60539090909,9042.803751435524,143.71983032784513,gp
r,60940.78352929293,8611.190512823465,178.51341463719734,gp
r,60941.96166767677,8170.438610847537,285.99564534008033,gp
r,60943.13980606061,7725.950697680412,415.0673714100662,gp
r,60944.31794444445,7281.092404542891,541.3336106391681,gp
r,60945.496082828286,6839.057137219737,654.2415122512596,gp
r,60946.674221212124,6402.905643614055,747.8848067376848,gp
r,60947.852359595956,5975.60427961358,818.5690682229086,gp
r,60949.030497979795,5560.062264096539,863.9746651754439,gp
r,60950.20863636363,5159.168206569926,882.7987833239623,gp
r,60951.38677474747,4775.826185245823,874.5932738451276,gp
r,60952.56491313131,4412.991649781883,839.7114781786422,gp
r,60953.74305151515,4073.7074207979813,779.3392936405002,gp
r,60954.92118989899,3761.1400581297826,695.6172960371691,gp
r,60956.09932828283,3478.6168713101238,591.8950526456231,gp
r,60957.27746666667,3229.663849038952,473.2290449415766,gp
r,60958.455605050505,3018.0447895367915,347.4298850967491,gp
r,60959.633743434344,2847.8019205049745,227.53448285517928,gp
r,60960.81188181818,2721.6149517896843,134.91733997598766,gp
r,60961.99002020202,2606.3733296374917,71.60307825747863,gp
r,60963.16815858586,2450.8881133940167,77.76080831802544,gp
r,60964.3462969697,2300.7719659840045,116.15250391512114,gp
r,60965.52443535354,2194.4594375772226,150.60478453444262,gp
r,60966.70257373738,2142.4134225380403,190.6207730194366,gp
r,60967.88071212121,2122.5973924690757,208.19491887012435,gp
r,60969.05885050505,2109.039323830982,194.47494454507301,gp
r,60970.236988888886,2075.779324626137,167.5112728999587,gp
r,60971.415127272725,2006.249102578243,151.6978452919548,gp
r,60972.593265656564,1921.4633774488493,121.38624843296077,gp
r,60973.7714040404,1850.416921835255,103.91159221401884,gp
r,60974.94954242424,1797.3091162694589,181.4720264468083,gp
r,60976.12768080808,1753.770193708947,312.83501176643193,gp
r,60977.30581919192,1718.7436877376447,452.12507617546703,gp
r,60978.48395757576,1691.3657846395404,584.5220944067382,gp
r,60979.6620959596,1670.8066219021398,702.5165779361188,gp
r,60980.840234343435,1656.2631291533655,801.338296450455,gp
r,60982.018372727274,1646.9519705921055,877.7358598570663,gp
r,60983.19651111111,1642.102540479797,929.4857561537295,gp
r,60984.37464949495,1640.949963334531,955.1473309507314,gp
r,60985.55278787879,1642.7280502261235,953.9327145888914,gp
r,60986.73092626262,1646.6621620415917,925.6471980899111,gp
r,60987.90906464646,1651.9619297463164,870.6867647787174,gp
r,60989.0872030303,1657.8137805150973,790.1001521436876,gp
r,60990.26534141414,1663.373217135708,685.7557071040911,gp
r,60991.44347979798,1667.7567962889063,560.7498300116097,gp
r,60992.621618181816,1670.0337491697799,420.59313601796066,gp
r,60993.799756565655,1669.217185420387,277.9614585160769,gp
r,60994.977894949494,1664.254818487007,178.01062561847465,gp
r,60996.15603333333,1654.1330660505953,211.88277173282776,gp
r,60997.33417171717,1638.496247592623,297.2078684093487,gp
r,60998.51231010101,1617.1982461719865,357.36590490517466,gp
r,60999.69044848485,1590.0050264579218,375.0745569902202,gp
r,61000.86858686869,1556.5921222856643,346.49220065437163,gp
r,61002.04672525253,1516.5421977260687,273.3771018993861,gp
r,61003.224863636366,1469.341875920725,168.5723189445448,gp
r,61004.403002020204,1414.3788911884121,126.31035140281759,gp
r,61005.58114040404,1351.663333370434,251.32512855216143,gp
r,61006.759278787875,1282.8921298680461,403.1856392780342,gp
r,61007.93741717171,1209.939233852205,544.5141587377963,gp
r,61009.11555555555,1134.6114872367564,666.6370561865367,gp
r,61010.29369393939,1058.6671035960435,765.4141948020434,gp
r,61011.47183232323,983.8337484135283,838.3598979003289,gp
r,61012.64997070707,911.826347250725,883.9668446536814,gp
r,61013.82810909091,844.3647505616461,901.4667370246166,gp
r,61015.00624747475,783.191382814697,890.7356167536974,gp
r,61016.184385858585,730.0890033235646,852.2744486328214,gp
r,61017.362524242424,686.8987067509369,787.2498445333828,gp
r,61018.54066262626,655.5382925972408,697.6052765470712,gp
r,61019.7188010101,638.0211351681887,586.2873071247668,gp
r,61020.89693939394,636.475688512705,457.73004490687435,gp
r,61022.07507777778,653.1657646769387,319.1771224272311,gp
r,61023.25321616162,690.5117283277525,186.33502871956222,gp
r,61024.43135454546,750.7917107574726,116.38392380608725,gp
r,61025.60949292929,811.8219670958554,155.86417309279622,gp
r,61026.78763131313,839.5173129887072,205.948953588186,gp
r,61027.965769696966,840.3556329902104,222.41702236311755,gp
r,61029.143908080805,824.0605391620832,209.89557340449767,gp
r,61030.322046464644,800.1566365724542,202.76552537633958,gp
r,61031.50018484848,775.2357147445452,220.15145750330532,gp
r,61032.67832323232,750.1321153756847,223.2764597283225,gp
r,61033.85646161616,724.9738369229591,198.43067343008195,gp
r,61035.0346,699.8719810753048,192.59336703370295,gp
z,60921.3234,6033.649069806641,408.6555953602263,gp
z,60922.56334848485,6521.43681935838,348.58070565995064,gp
z,60923.8032969697,7041.986615978335,418.2694762789911,gp
z,60925.043245454544,7592.127537877566,562.6557130875326,gp
z,60926.283193939395,8164.773408895829,722.9135049487459,gp
z,60927.523142424245,8752.61934094744,875.4828816238537,gp
z,60928.763090909095,9348.381038343998,1010.9513590446852,gp
z,60930.00303939394,9944.748805161864,1124.7747138039333,gp
