flt_nm,ph,mag,mag_e,hjd_2450000,processing
810,0.03353986540423648,18.781,0.04,5652.48874,raw
810,0.035574603483543646,18.734472560975608,0.04670064532821331,NaN,raw
810,0.037632035268826455,18.74778963414634,0.036088705330307704,NaN,raw
810,0.03820724380446756,18.758392206934893,0.03633932772280805,NaN,raw
810,0.03930121052640172,18.73716463414634,0.043968942564695385,NaN,raw
550,0.04025626083543677,19.485454545454544,0.04380648655693349,NaN,raw
550,0.04025626083543677,19.48545454545454,0.03793753020884591,NaN,raw
550,0.04025626083543677,19.485454545454544,0.0339323585781725,NaN,raw
810,0.041043879042218775,18.734289634146343,0.04588700958804603,NaN,raw
810,0.04206114481348777,18.778,0.046,5900.68222,raw
810,0.04215414828232918,18.764780487804877,0.053029950120249414,NaN,raw
810,0.042739947360543026,18.74560975609756,0.039305678310038374,NaN,raw
810,0.04410572253254941,18.74,0.028,5825.78277,raw
810,0.04417925229444802,18.76553658536585,0.0527271740002138,NaN,raw
810,0.044342049188982144,18.758609756097563,0.06283734690633941,NaN,raw
810,0.044404264279364725,18.674,0.075,5638.53109,raw
810,0.044987773716867394,18.771859756097562,0.07707320904819816,NaN,raw
810,0.04524207166832639,18.698,0.035,5601.716,raw
810,0.045701332965813336,18.77451219512195,0.07715985620473403,NaN,raw
810,0.046210809277182505,18.777716463414635,0.07604612634299904,NaN,raw
810,0.04623310960960225,18.763560975609757,0.05269062951820206,NaN,raw
810,0.04635668003174942,18.885,0.04,6696.66408,raw
810,0.04696450278459274,18.777631097560977,0.07606213375903695,NaN,raw
810,0.04722694103656977,18.884,0.038,6668.73554,raw
550,0.04724928742269665,19.50181818181818,0.038226717227734755,NaN,raw
810,0.047862622273896704,18.786,0.034,7344.74693,raw
810,0.04795072561411716,18.789134146341464,0.06418153669411346,NaN,raw
810,0.048181533023502775,18.765634146341466,0.05228181141542521,NaN,raw
550,0.04860165094214608,19.54,0.025,5458.89891,raw
550,0.04860165094214608,19.54,NaN,NaN,raw
810,0.04888114790016361,18.798634146341463,0.05350099775174077,NaN,raw
550,0.04968464591547672,19.522333333333332,0.020399709511367093,NaN,raw
550,0.04968464591547672,19.522333333333332,0.01766666666666694,NaN,raw
550,0.04968464591547672,19.522333333333332,0.01580154704099876,NaN,raw
810,0.049897104826785416,18.79926524390244,0.053056099358957935,NaN,raw
810,0.05020880035372989,18.764853658536584,0.05225493324826397,NaN,raw
550,0.050767640888807364,19.504666666666665,0.04801388688008251,NaN,raw
550,0.050767640888807364,19.504666666666665,NaN,NaN,raw
810,0.05116031259016071,18.784853658536584,0.04064887987841888,NaN,raw
810,0.05225870406629559,18.77213782181572,0.035961318549045315,NaN,raw
810,0.052258704066295604,18.772137821815715,0.03641944298685427,NaN,raw
810,0.052258704066295604,18.77213782181572,0.035520058665435936,NaN,raw
810,0.052294046915560055,18.7660243902439,0.05313308188166705,NaN,raw
810,0.052371592552650864,18.771853658536585,0.007633394893498014,NaN,raw
810,0.052685449956697994,18.774,0.035,5533.80225,raw
810,0.05365445557894108,18.773228658536585,0.010856042000364103,NaN,raw
810,0.054360765022576696,18.76860975609756,0.05165020718679696,NaN,raw
810,0.05495478029057245,18.7638993902439,0.03124230014768312,NaN,raw
810,0.056004146169188085,18.76431707317073,0.03127919491184735,NaN,raw
810,0.056462342138751766,18.76970731707317,0.05200492471989533,NaN,raw
810,0.05691718073649099,18.78,0.041,7475.51161,raw
810,0.05705529688133339,18.764731707317075,0.031327008963662153,NaN,raw
810,0.05807768420389749,18.765981707317074,0.03194311078849857,NaN,raw
810,0.058125526484218426,18.797,0.042,5907.67469,raw
810,0.05858413071655377,18.691,0.04,5659.48691,raw
810,0.058603727382654965,18.76819512195122,0.05326970035216815,NaN,raw
810,0.058923957545037015,18.767530487804876,0.03238603974961656,NaN,raw
810,0.05969059135019014,18.771256436314363,0.03260168320793816,NaN,raw
810,0.05969059135019014,18.771256436314367,0.0324949671009647,NaN,raw
810,0.059726176334030115,18.767826219512195,0.0324195415478621,NaN,raw
810,0.0605011639239509,18.776951219512195,0.04439664348708399,NaN,raw
810,0.060703252612722455,18.769341463414637,0.052058913624901004,NaN,raw
810,0.060864548537210794,18.784,0.041,7325.71262,raw
810,0.06113095175169292,18.781,0.046,5947.66598,raw
810,0.061376559446638036,18.773698170731706,0.043665169794696534,NaN,raw
810,0.062379628203837835,18.783073170731708,0.02894250152739188,NaN,raw
810,0.06288009245069655,18.772073170731705,0.05490145273301198,NaN,raw
810,0.06311708145585726,18.853,0.048,5968.61406,raw
810,0.06346025124376843,18.783719512195123,0.028618706104293224,NaN,raw
550,0.06388662669119047,19.518863636363637,0.009468957546890713,NaN,raw
550,0.06388662669119047,19.518863636363637,0.008200357782963737,NaN,raw
550,0.06388662669119047,19.518863636363637,0.007334622977010554,NaN,raw
810,0.06448848394431546,18.783926829268292,0.02850545369971103,NaN,raw
810,0.06512869066571556,18.770975609756096,0.05506563710921657,NaN,raw
810,0.06555078314166654,18.78269512195122,0.0287139637479013,NaN,raw
810,0.06660868077415216,18.766,0.035,5839.7616,raw
810,0.06683124365539275,18.783195121951223,0.028715055839852097,NaN,raw
550,0.06683232332006533,19.52339393939394,0.04444042658606654,NaN,raw
550,0.06683232332006535,19.52339393939394,0.04237228419992966,NaN,raw
810,0.06724871170209974,18.77336585365854,0.05611584272625753,NaN,raw
810,0.06790963469279632,18.783993902439025,0.02844912219651167,NaN,raw
810,0.06892911421709869,18.771,0.044,5554.75938,raw
810,0.06903544821898322,18.770993902439024,0.01053022577143178,NaN,raw
810,0.06936294211601951,18.774146341463414,0.05629012390091631,NaN,raw
810,0.06998710454868382,18.770246951219512,0.010741525739011487,NaN,raw
810,0.07077487309030768,18.78208506097561,0.015921845635354995,NaN,raw
810,0.0707748730903077,18.78208506097561,0.015721562874764426,NaN,raw
810,0.0707748730903077,18.78208506097561,0.015528652956992227,NaN,raw
810,0.07086300439728004,18.772009146341464,0.011095802881761322,NaN,raw
550,0.07111421923582384,19.524,0.02,5446.85291,raw
550,0.07111421923582384,19.524,NaN,NaN,raw
810,0.07137463586150261,18.785,0.034,5514.77155,raw
810,0.07150722074992501,18.778463414634146,0.05397828154034539,NaN,raw
810,0.07175137070296331,18.776713414634145,0.017741085423619588,NaN,raw
810,0.07212358966535248,18.749,0.046,5467.80037,raw
810,0.07260123820686026,18.777978658536586,0.017636035086633313,NaN,raw
810,0.07274194130332035,18.765,0.027,5832.78322,raw
810,0.0735257973435304,18.781710365853662,0.019742002273769283,NaN,raw
810,0.07361587956292191,18.780097560975612,0.05438694920569137,NaN,raw
810,0.07434086395594533,18.781661585365853,0.01973319288886595,NaN,raw
810,0.07435564214756596,18.811,0.035,6668.75276,raw
810,0.07518322853085432,18.780228658536586,0.02040343061543157,NaN,raw
810,0.07572805424827427,18.78112195121951,0.053636365985193044,NaN,raw
810,0.07617917956778866,18.78466768292683,0.01603380329864334,NaN,raw
810,0.07675941520938068,18.804,0.055,5844.84606,raw
810,0.0773161194847212,18.796792682926828,0.0298015446621048,NaN,raw
810,0.07789516876082195,18.784609756097563,0.051015134052935965,NaN,raw
810,0.07824613734919694,18.767,0.036,6354.55294,raw
810,0.07838613871148283,18.79748780487805,0.02941889822959404,NaN,raw
810,0.07952705655951632,18.791112804878047,0.03152308022672407,NaN,raw
810,0.08009119796082725,18.784512195121952,0.05102603352761194,NaN,raw
810,0.08059209256564982,18.792131097560976,0.031284916076442064,NaN,raw
550,0.0806998632751876,19.539992424242428,0.020540185477921084,NaN,raw
550,0.0806998632751876,19.539992424242428,0.01778832242232387,NaN,raw
550,0.0806998632751876,19.539992424242428,0.01591035925679996,NaN,raw
810,0.08118898962907968,18.78428404471545,0.020979382854743128,NaN,raw
810,0.08180782788794226,18.790621951219514,0.03091964820618328,NaN,raw
810,0.08183746063878061,18.862,0.051,7131.49179,raw
810,0.08217603337701493,18.78565853658537,0.0514026311369844,NaN,raw
810,0.0829671147276968,18.783170731707315,0.03876320259929736,NaN,raw
810,0.08348298493183393,18.76,0.035,7356.82983,raw
810,0.08413833968313889,18.78692073170732,0.038424986714079123,NaN,raw
810,0.08424834229734232,18.78926829268293,0.053278524937466126,NaN,raw
810,0.0852162912365091,18.788213414634146,0.038506250465237125,NaN,raw
810,0.08635179886810299,18.77986585365854,0.02514611672204443,NaN,raw
550,0.08641535921743403,19.5449696969697,0.02727831031518751,NaN,raw
810,0.08648529778772017,18.791926829268295,0.050001695093217814,NaN,raw
810,0.08716946347885823,18.725,0.025,6277.7536,raw
810,0.08750134020946151,18.775533536585368,0.026928001532011574,NaN,raw
810,0.08761593699273362,18.797,0.036,5989.57643,raw
810,0.08871268933681654,18.77958231707317,0.02669279651562848,NaN,raw
810,0.088714810387789,18.794853658536585,0.04783124552821608,NaN,raw
810,0.09004935049257456,18.784423780487806,0.03173657973583104,NaN,raw
810,0.09092152169153163,18.79521951219512,0.048589356959689085,NaN,raw
810,0.091165811414296,18.784618902439025,0.03179404632011437,NaN,raw
810,0.09137236410788319,18.751,0.043,6202.85552,raw
810,0.09158818374126589,18.786679204776426,0.024013379758009053,NaN,raw
810,0.0915881837412659,18.786679204776426,0.02462140964506647,NaN,raw
810,0.0915881837412659,18.786679204776423,0.02431169405013599,NaN,raw
810,0.09221718643143725,18.792868902439025,0.02076341063329576,NaN,raw
810,0.0931737779506742,18.79239024390244,0.0466282521915524,NaN,raw
810,0.09345925429214531,18.79270426829268,0.020731172108278562,NaN,raw
550,0.0941556554116687,19.567,0.06114736298484192,NaN,raw
550,0.0941556554116687,19.567,NaN,NaN,raw
810,0.09484278413885766,18.79434756097561,0.02143497383179789,NaN,raw
810,0.0949416315434064,18.828,0.036,7068.65965,raw
810,0.09541698516149176,18.793487804878048,0.04700219247610649,NaN,raw
810,0.09558046361598826,18.791,0.026,5954.67012,raw
810,0.0959538233165437,18.794451219512194,0.021441797000754062,NaN,raw
810,0.0973042026182944,18.800439024390244,0.012324360489575654,NaN,raw
810,0.09755247987839805,18.79568292682927,0.04815674356950957,NaN,raw
810,0.0984848699963217,18.788265243902437,0.03951532537499558,NaN,raw
810,0.09967884005183206,18.77701524390244,0.03939809726892434,NaN,raw
810,0.09978304916148772,18.808,0.056,7061.68045,raw
810,0.09980983511301995,18.7960487804878,0.04809155394635944,NaN,raw
810,0.10084077052024662,18.778015243902438,0.039973261517618146,NaN,raw
810,0.10217539852188876,18.79890243902439,0.051499905280519086,NaN,raw
810,0.10229571340082991,18.779295731707315,0.040607671598989974,NaN,raw
810,0.10261911697489268,18.695,0.061,5879.77384,raw
810,0.10368130522012352,18.78996036585366,0.05439041880176879,NaN,raw
810,0.1044933919874893,18.738,0.033,7049.62315,raw
810,0.10471242890880825,18.80148780487805,0.04852222271867776,NaN,raw
810,0.10492804073749917,18.789179878048778,0.054138791477739714,NaN,raw
810,0.1064830231529269,18.78988719512195,0.05427813783381758,NaN,raw
810,0.10722000666065447,18.801243902439026,0.04863732131183043,NaN,raw
810,0.10782668771498831,18.7826493902439,0.056710304424703734,NaN,raw
810,0.10863721443274699,18.881,0.064,5308.50077,raw
810,0.10913459989042278,18.8013993902439,0.047667139508451375,NaN,raw
810,0.10975693330049292,18.801756097560975,0.04852925946674061,NaN,raw
810,0.11035306769845303,18.809399390243904,0.040309466047439214,NaN,raw
810,0.11159686996008375,18.809393292682927,0.040310837456815324,NaN,raw
810,0.1122496944364418,18.80170731707317,0.04847744006362067,NaN,raw
810,0.11264877187779082,18.81373780487805,0.04117081375803036,NaN,raw
810,0.11292471501838008,18.741,0.042,5933.73431,raw
810,0.11308241437836841,18.845,0.046,5818.84428,raw
810,0.11369812766993828,18.803881097560975,0.03093350711464528,NaN,raw
810,0.11424113445173134,18.802,0.049,6291.73533,raw
810,0.11466284700185408,18.801439024390245,0.04870988030188919,NaN,raw
810,0.11466674520133116,18.806911585365853,0.031869000626012924,NaN,raw
810,0.1150679792484296,18.802712271341463,0.023523310046921698,NaN,raw
810,0.11506797924842962,18.802712271341463,0.02322740757541653,NaN,raw
810,0.11506797924842962,18.802712271341463,0.02294239791568179,NaN,raw
810,0.11537301910193049,18.80207317073171,0.03550310505094803,NaN,raw
810,0.11563522200231091,18.836,0.047,5549.71101,raw
810,0.11618270047390025,18.81001524390244,0.0256203526691795,NaN,raw
810,0.11703206076992678,18.802146341463413,0.0484667726260009,NaN,raw
810,0.11723693093628709,18.80639024390244,0.021717591429837518,NaN,raw
550,0.11742938699929556,19.5765,0.01096965511460399,NaN,raw
550,0.11742938699929556,19.5765,0.008497058314500053,NaN,raw
550,0.11742938699929557,19.5765,0.009500000000000952,NaN,raw
810,0.11750587355163589,18.826,0.064,5680.47113,raw
810,0.11789988564123632,18.763,0.034,6263.80856,raw
810,0.11817898826204948,18.806692073170733,0.021664574202803162,NaN,raw
810,0.11929326521237449,18.80363719512195,0.024097548411949807,NaN,raw
810,0.11940216599413828,18.804536585365856,0.04999254822519812,NaN,raw
810,0.12035690783789217,18.799750000000003,0.020347728169057524,NaN,raw
810,0.12151625807746314,18.816,0.038,5530.67218,raw
810,0.12155566466694614,18.799981707317073,0.020389425945949325,NaN,raw
810,0.12177759305783051,18.804414634146344,0.05013729929391671,NaN,raw
810,0.12280985508263945,18.799856707317076,0.02020940109196547,NaN,raw
810,0.12357706260445411,18.777,0.037,5872.80487,raw
810,0.12414436300645232,18.80490243902439,0.04984064851005068,NaN,raw
810,0.1242061679107315,18.815481707317076,0.03233007758862035,NaN,raw
810,0.1254150506441009,18.815579268292684,0.03229348754747789,NaN,raw
810,0.12662211540235857,18.804000000000002,0.05006196160759161,NaN,raw
810,0.12671080376140909,18.814844512195123,0.03234936901159443,NaN,raw
810,0.12699656999434888,18.81325975793695,0.02546749609427801,NaN,raw
810,0.1275393968771823,18.825,0.037,5535.75402,raw
810,0.12832945084292302,18.815600609756096,0.032140783881655144,NaN,raw
810,0.12907038826597272,18.888,0.033,7339.72046,raw
810,0.12907322786109368,18.80531707317073,0.05076733153534357,NaN,raw
810,0.1298972479404733,18.8163506097561,0.03116660896953127,NaN,raw
810,0.1314607135985603,18.81798780487805,0.030821419302522305,NaN,raw
810,0.1318822830159284,18.81012195121951,0.05609331293565682,NaN,raw
810,0.13273692960891512,18.829987804878048,0.041452314562583734,NaN,raw
810,0.1339991508144222,18.828625,0.04181733139477021,NaN,raw
810,0.13472676970994188,18.810463414634146,0.05645843495925788,NaN,raw
810,0.13531153323885253,18.813625,0.03889697827936888,NaN,raw
810,0.13611943938485638,18.783,0.059,5521.79492,raw
810,0.1366520882711484,18.818,0.033,6244.7779,raw
810,0.13665664449589293,18.816835365853656,0.03917222379687035,NaN,raw
810,0.13683184348519717,18.9,0.034,6548.82427,raw
810,0.13763716652123903,18.814097560975608,0.057905874001714264,NaN,raw
810,0.13770145078763385,18.82357012195122,0.04235533206592584,NaN,raw
810,0.13845223073202784,18.824591463414635,0.04209182488042311,NaN,raw
810,0.1389157993754683,18.823575750584006,0.022214953304056782,NaN,raw
810,0.13891579937546833,18.823575750584006,0.022497957748943673,NaN,raw
810,0.13891579937546833,18.823575750584006,0.021942366866605473,NaN,raw
810,0.1394189130926573,18.829478658536587,0.03870648591547463,NaN,raw
810,0.13956944766141532,18.768,0.041,6017.5385,raw
810,0.13983411791741673,18.831,0.057,5268.53119,raw
810,0.14024073334985587,18.864,0.044,5483.71241,raw
550,0.14070311858692244,19.586000000000002,0.05729746940310699,NaN,raw
550,0.14070311858692244,19.586000000000002,NaN,NaN,raw
810,0.14070698220371014,18.830451219512195,0.038473913666321566,NaN,raw
810,0.1407330092650937,18.818634146341466,0.05803695206399134,NaN,raw
810,0.14228659493755913,18.817326219512196,0.027783153495768896,NaN,raw
810,0.1438332319594171,18.818875,0.02792245888082839,NaN,raw
810,0.1438528982698921,18.82209756097561,0.060880951404379505,NaN,raw
810,0.14552249331862782,18.82657012195122,0.018935421096226746,NaN,raw
810,0.14695664115957122,18.82578048780488,0.06103954136259614,NaN,raw
810,0.14743243185993066,18.83694512195122,0.036396793345288676,NaN,raw
810,0.1494092507456926,18.832673780487806,0.03473532587318867,NaN,raw
810,0.14946874535598909,18.795,0.044,5626.53749,raw
810,0.150010262696103,18.82648780487805,0.061233619014075605,NaN,raw
810,0.15169830358626113,18.83455792682927,0.034270680630279084,NaN,raw
810,0.1530835385351011,18.82956097560976,0.06255559478595327,NaN,raw
810,0.15396755562969477,18.83609756097561,0.03390565246846737,NaN,raw
810,0.15419937886436677,18.82621538737446,0.03322778347067492,NaN,raw
810,0.15419937886436677,18.82621538737446,0.03311901793017411,NaN,raw
810,0.15511362624783942,18.914,0.047,7269.91426,raw
810,0.15592327255728,18.8325,0.03657827341241343,NaN,raw
810,0.15605528443595132,18.82982926829268,0.062484359018487284,NaN,raw
810,0.15769908393314458,18.829875,0.04022555264795347,NaN,raw
550,0.15878918905768033,19.617594155844156,0.02451840827641151,NaN,raw
550,0.15878918905768033,19.617594155844156,0.021233564427731,NaN,raw
550,0.15878918905768033,19.617594155844156,0.018991877386011175,NaN,raw
810,0.1590454319896419,18.83370731707317,0.05872829126683276,NaN,raw
810,0.15955866384804102,18.830701219512196,0.04021392136316837,NaN,raw
810,0.16106633952928706,18.827256097560976,0.04148601351760721,NaN,raw
810,0.16200691461736136,18.83441463414634,0.0577126396943321,NaN,raw
810,0.1623421722520273,18.819381097560978,0.025609062335052394,NaN,raw
810,0.1626023765802529,18.797,0.029,5914.72328,raw
550,0.1627510960570362,19.637,0.022,7016.65302,raw
550,0.1627510960570362,19.637,NaN,NaN,raw
810,0.16352875369204034,18.81002743902439,0.03365073241217152,NaN,raw
810,0.1636752363629057,18.774,0.042,6225.75249,raw
810,0.16440643453184506,18.805814024390244,0.032347206876721345,NaN,raw
810,0.16488690201527434,18.83309756097561,0.05723714042387539,NaN,raw
810,0.16511446684871883,18.805960365853657,0.03249738256844056,NaN,raw
810,0.1651449439850694,18.802,0.032,7400.67956,raw
810,0.1653202880297613,18.851,0.039,5589.73193,raw
810,0.16554793595605588,18.755,0.052,5497.69302,raw
810,0.16581389929019072,18.81911069314921,0.029999095118564727,NaN,raw
810,0.16581389929019072,18.81911069314921,0.029621732988371504,NaN,raw
810,0.16581389929019075,18.81911069314921,0.02925826237666603,NaN,raw
810,0.1658577885329589,18.81671036585366,0.04195725067556904,NaN,raw
810,0.16606687870807946,18.8,0.041,6567.88539,raw
810,0.16658789639718746,18.812960365853655,0.04731806985102801,NaN,raw
810,0.16719947229487997,18.806948170731705,0.047449373999788894,NaN,raw
810,0.1676711731523516,18.835585365853657,0.055318611519883557,NaN,raw
810,0.16787376184414848,18.810975609756095,0.048328609098346624,NaN,raw
810,0.16854895005417347,18.883,0.038,5453.89703,raw
810,0.16888135032231952,18.809036585365853,0.046779724808752594,NaN,raw
550,0.16895144552972655,19.610376623376624,0.024011844447073747,NaN,raw
810,0.16951609927673417,18.744,0.053,5289.49685,raw
810,0.16977950919681462,18.785,0.03,6284.78831,raw
810,0.17018079462527788,18.811411585365853,0.0440468635633454,NaN,raw
810,0.17053926037921727,18.834219512195123,0.05576984498594276,NaN,raw
810,0.17145196881707064,18.815951219512193,0.04457109272219182,NaN,raw
810,0.1726499504252166,18.818753048780486,0.04663823447576639,NaN,raw
810,0.1733809958551297,18.83548780487805,0.05560985611886584,NaN,raw
810,0.17396648993647476,18.813073170731705,0.03998902288403052,NaN,raw
810,0.17553195800869947,18.825003048780488,0.029226536524872983,NaN,raw
810,0.1759434903797228,18.774,0.048,5582.7564,raw
810,0.1762362722424214,18.836317073170733,0.05587058216288334,NaN,raw
810,0.1772550260175194,18.858,0.048,7407.66952,raw
810,0.17742447232889413,18.831899390243905,0.024578363160868654,NaN,raw
810,0.17908126614423875,18.837560975609755,0.05620188999512715,NaN,raw
810,0.17957674717069672,18.83280792682927,0.02480962592331858,NaN,raw
810,0.18140218773438468,18.83917101681198,0.03450860643804081,NaN,raw
810,0.18172735389439698,18.833548780487803,0.024988927606680558,NaN,raw
810,0.182039843854532,18.839439024390245,0.05491996393866606,NaN,raw
810,0.18391037340623415,18.841935975609758,0.0067537504256347854,NaN,raw
810,0.18491962375837165,18.84017073170732,0.054799590527222074,NaN,raw
810,0.186058014213109,18.857896341463416,0.043341632532282334,NaN,raw
550,0.18617578373747376,19.609253246753248,0.016815828279722743,NaN,raw
550,0.18617578373747376,19.609253246753248,0.014562934475916672,NaN,raw
550,0.1861757837374738,19.609253246753248,0.013025484576009981,NaN,raw
810,0.18775745911363806,18.84148780487805,0.053884655492644346,NaN,raw
550,0.18824404046790733,19.597,0.03,5507.86346,raw
550,0.18824404046790733,19.597,NaN,NaN,raw
810,0.1884108666868642,18.856125,0.04362543552267605,NaN,raw
810,0.19058584964473196,18.84141463414634,0.05390963532141351,NaN,raw
810,0.1908333853055011,18.86092987804878,0.04340498353667194,NaN,raw
810,0.1929227332380312,18.861646341463413,0.04304538388155716,NaN,raw
810,0.19340764647441996,18.84109756097561,0.053666472251326765,NaN,raw
810,0.19341739869742014,18.964,0.058,5902.68255,raw
810,0.19499001811133962,18.862332317073168,0.0426965691239597,NaN,raw
810,0.196077845807561,18.843829268292684,0.05348546645539523,NaN,raw
810,0.196871492496512,18.870771341463414,0.04461681455065525,NaN,raw
810,0.19688679713565704,18.859702065054446,0.024803850306828808,NaN,raw
810,0.19688679713565704,18.859702065054446,0.024491839769451417,NaN,raw
810,0.19688679713565707,18.859702065054446,0.024191315016686626,NaN,raw
810,0.19846141509333393,18.876,0.044,5853.80984,raw
810,0.19857250561067746,18.871585365853658,0.044060632528697324,NaN,raw
810,0.19875462731477278,18.845170731707316,0.05351116819834165,NaN,raw
550,0.19926360848435387,19.632636363636365,0.03949246188140863,NaN,raw
550,0.19926360848435387,19.632636363636365,0.037654584961130735,NaN,raw
810,0.20027659895557495,18.872728658536587,0.04326805195675591,NaN,raw
810,0.20145790274483905,18.845658536585365,0.0541112787485648,NaN,raw
810,0.20234266960412198,18.85843597560976,0.022904761555081105,NaN,raw
810,0.20280925419501727,18.909,0.057,5575.79118,raw
550,0.2040232929295984,19.64181818181818,0.008212467844634795,NaN,raw
550,0.20402329292959842,19.64181818181818,0.010602250397844827,NaN,raw
550,0.20402329292959842,19.64181818181818,0.009181818181817292,NaN,raw
810,0.20419395455805564,18.847926829268292,0.05270549793138402,NaN,raw
810,0.2044167907356773,18.859588414634146,0.022288490816888697,NaN,raw
810,0.20637149084612294,18.863963414634146,0.028530995015124946,NaN,raw
810,0.20704039323359988,18.850243902439026,0.05401471118491925,NaN,raw
810,0.20843815948117528,18.864914634146338,0.02793558434344715,NaN,raw
550,0.20878297737484294,19.651,0.06219324722186489,NaN,raw
550,0.20878297737484294,19.651,NaN,NaN,raw
810,0.20994596388579628,18.849658536585366,0.05399194836088872,NaN,raw
810,0.2101973449117539,18.87658231707317,0.0368230200701629,NaN,raw
810,0.21207332358505104,18.86978963414634,0.0349533675127935,NaN,raw
810,0.21267081486000347,18.853048780487804,0.05483153801395338,NaN,raw
810,0.21387730708838498,18.876548780487806,0.03534766563429853,NaN,raw
810,0.21409901597689895,18.911,0.043,5942.68506,raw
810,0.21528797639519148,18.85278048780488,0.05455204496401665,NaN,raw
810,0.21551477225183613,18.877393292682928,0.034704270760603104,NaN,raw
810,0.21553138618946832,18.939,0.049,5909.67886,raw
810,0.21681621608687104,18.87825609756098,0.033994785616877014,NaN,raw
810,0.2178170835813944,18.85465853658537,0.05390529183489201,NaN,raw
810,0.21793046085623446,18.886250000000004,0.034731581915562706,NaN,raw
810,0.21862582258472685,18.902,0.054,5654.51048,raw
810,0.21887116274616547,18.874750000000002,0.04017102629739546,NaN,raw
810,0.2198260491633025,18.875198170731707,0.03991005958236753,NaN,raw
810,0.2201401145412092,18.857,0.044,7449.59038,raw
810,0.2203575145660757,18.856560975609757,0.05234121166943302,NaN,raw
810,0.2210365217241449,18.86457317073171,0.030764669010936312,NaN,raw
810,0.22158477301491075,18.917,0.051,5881.75361,raw
810,0.221624631096347,18.819,0.046,5949.67211,raw
810,0.22199760702758284,18.86494512195122,0.03064543154725472,NaN,raw
810,0.22290865166999027,18.848070121951217,0.04228484235321154,NaN,raw
810,0.22292706773228796,18.856365853658538,0.05256413040161558,NaN,raw
810,0.22373072457073648,18.84432012195122,0.042707915905476554,NaN,raw
810,0.22457101420479553,18.842625,0.04242081578518657,NaN,raw
810,0.22521516667620745,18.854,0.05,5523.75573,raw
810,0.22526542622679865,18.85540907012195,0.029594112258176344,NaN,raw
810,0.22526542622679868,18.85540907012195,0.029221844454804777,NaN,raw
810,0.22526542622679868,18.85540907012195,0.02886328063670137,NaN,raw
810,0.22538825854479821,18.83551219512195,0.03154496359924944,NaN,raw
810,0.22550576600889788,18.857634146341464,0.05305645865375905,NaN,raw
810,0.2259141797239863,18.767,0.056,7112.54068,raw
810,0.22651942849273748,18.831762195121954,0.035342861082872865,NaN,raw
810,0.22671669774717884,18.827,0.035,5516.77441,raw
810,0.22707983163854806,18.843,0.064,5640.5513,raw
810,0.22749758114671903,18.831466463414635,0.03511675444881835,NaN,raw
810,0.22812272773493222,18.86009756097561,0.050452851692470546,NaN,raw
810,0.22819390349552743,18.832521341463412,0.03600583726860239,NaN,raw
810,0.229093376979574,18.83406707317073,0.03747346643514684,NaN,raw
550,0.22957577143898122,19.654896103896103,0.029439737606414104,NaN,raw
810,0.2300353127868287,18.845935975609756,0.026679021612254016,NaN,raw
810,0.23067399067986116,18.789,0.082,5872.87285,raw
810,0.23075228896414046,18.854,0.035,5455.84077,raw
810,0.23078574546667457,18.86243902439024,0.04981769202827829,NaN,raw
