flt,mjd,fluxcal,fluxcalerr,processing
z,56648.054,339.09503,2.8109343,raw
z,56653.175,284.63867,5.442962,raw
z,56660.14,321.72025,3.1305556,raw
z,56667.153,263.93692,4.7042694,raw
z,56668.048,280.73346,2.5760295,raw
z,56675.128,257.6204,4.6252007,raw
z,56682.109,238.03955,3.421424,raw
g,56602.133,336.1708451452228,2.3521265422168436,gp
g,56602.99170707071,354.5749803882179,3.5004267361695383,gp
g,56603.850414141416,373.33258769595943,5.2745656201985724,gp
g,56604.70912121212,392.17659877350803,6.628686621053263,gp
g,56605.56782828283,410.8399466946993,7.546076196432871,gp
g,56606.42653535354,429.05531906970606,8.195494607050161,gp
g,56607.285242424245,446.55556950210763,8.821456517633672,gp
g,56608.14394949495,463.15107060080413,9.554579147786672,gp
g,56609.00265656566,478.80251304855403,10.266176763679454,gp
g,56609.861363636366,493.4869022121394,10.812294686970331,gp
g,56610.72007070707,507.18026474712076,11.084629014713327,gp
g,56611.57877777778,519.857623752703,11.01187149614455,gp
g,56612.43748484849,531.4929732200013,10.555765632141274,gp
g,56613.296191919195,542.0592517531084,9.709232543938338,gp
g,56614.1548989899,551.5283155463218,8.500457672087908,gp
g,56615.01360606061,559.8709105977587,7.011077056904418,gp
g,56615.872313131316,567.0566441402033,5.436666483190827,gp
g,56616.73102020202,573.0539552687046,4.264728974871313,gp
g,56617.58972727273,577.8341467530353,4.312419572709258,gp
g,56618.44843434344,581.4200528571179,5.299463945961561,gp
g,56619.307141414145,583.8701644975318,6.3438483809287005,gp
g,56620.16584848485,585.2425739079808,7.046789858636689,gp
g,56621.02455555556,585.5942722263084,7.2686221751803854,gp
g,56621.88326262627,584.981201051796,6.975762202908024,gp
g,56622.741969696974,583.4583032589235,6.200050602845498,gp
g,56623.60067676767,581.079573102196,5.048192847807461,gp
g,56624.45938383838,577.8981056462429,3.782041769922678,gp
g,56625.31809090909,573.9661455965231,3.0599712898895546,gp
g,56626.176797979795,569.3351782273252,3.42984555441323,gp
g,56627.0355050505,564.0560578768589,4.076753772697465,gp
g,56627.89421212121,558.1789537255922,4.524356236405482,gp
g,56628.75291919192,551.7533743260734,4.8394044394552544,gp
g,56629.611626262624,544.8269784569483,5.308342185906406,gp
g,56630.47033333333,537.4316841849727,5.869088504198533,gp
g,56631.32904040404,529.5886845635296,6.2375605315509945,gp
g,56632.187747474745,521.318465654851,6.2432579767816145,gp
g,56633.04645454545,512.6410153564694,5.8397930693336,gp
g,56633.90516161616,503.5758432939916,5.129873730289528,gp
g,56634.76386868687,494.1420003626943,4.485203736671257,gp
g,56635.622575757574,484.35867390093705,4.643050544700757,gp
g,56636.48128282828,474.2640864205106,5.750151917451028,gp
g,56637.33998989899,463.91977151741304,7.151507222096752,gp
g,56638.198696969695,453.388371574997,8.433400302000695,gp
g,56639.0574040404,442.73226283123734,9.402909510397844,gp
g,56639.91611111111,432.0136142968262,9.965213722113633,gp
g,56640.77481818182,421.29444651064466,10.074252658107243,gp
g,56641.633525252524,410.63669017307245,9.715517690513774,gp
g,56642.49223232323,400.1022446981002,8.901619149295238,gp
g,56643.35093939394,389.7530367233692,7.676609481485024,gp
g,56644.209646464646,379.6510786203997,6.136437665135867,gp
g,56645.06835353535,369.8585270440085,4.504913241062621,gp
g,56645.92706060606,360.4377415619427,3.4021601064394527,gp
g,56646.78576767677,351.44053213464406,3.7658223053958104,gp
g,56647.644474747474,342.8479730772521,4.875437304064789,gp
g,56648.50318181818,334.6127558848271,5.830177618419343,gp
g,56649.36188888889,326.6877463978358,6.340212056985056,gp
g,56650.220595959596,319.02602341506764,6.345208093223397,gp
g,56651.0793030303,311.580837651763,5.900792339188955,gp
g,56651.93801010101,304.3055707996194,5.193915170180614,gp
g,56652.79671717172,297.15369466145086,4.631432197053827,gp
g,56653.655424242424,290.0806951696888,4.765442752498493,gp
g,56654.51413131313,283.0630009706469,5.4068555314375715,gp
g,56655.37283838384,276.0896806147171,5.995445257582505,gp
g,56656.231545454546,269.14995999185163,6.219244051584823,gp
g,56657.09025252525,262.2330384436805,5.947286227850528,gp
g,56657.94895959596,255.32808037469462,5.156277325154888,gp
g,56658.80766666667,248.42420682621471,3.931376533628538,gp
g,56659.666373737375,241.51048700913685,2.6409501049403548,gp
g,56660.52508080808,234.57598012436867,2.5643369140157195,gp
g,56661.38378787879,227.61109241012917,3.8196127050881623,gp
g,56662.242494949496,220.6077300874537,5.0668857663756715,gp
g,56663.1012020202,213.5577997918046,5.888942138357162,gp
g,56663.95990909091,206.45312016373524,6.185721534511814,gp
g,56664.81861616162,199.2854158654559,5.9721094913559645,gp
g,56665.677323232325,192.04631152290685,5.377413744065338,gp
g,56666.536030303025,184.7273255899417,4.737270720259613,gp
g,56667.39473737373,177.320319644928,4.69663338178635,gp
g,56668.25344444444,169.85467777725617,5.527736381560139,gp
g,56669.112151515146,162.42489390991443,6.660390481223629,gp
g,56669.97085858585,155.1319532494913,7.665561753647003,gp
g,56670.82956565656,148.0769318809334,8.340804209114813,gp
g,56671.68827272727,141.36109021866693,8.600019389133957,gp
g,56672.546979797975,135.08596657603184,8.42399092848014,gp
g,56673.40568686868,129.35347091767366,7.849281728854249,gp
g,56674.26439393939,124.26597885822339,6.981922387137183,gp
g,56675.1231010101,119.92642597292306,6.04097599087297,gp
g,56675.9818080808,116.43840248385125,5.419381633112888,gp
g,56676.84051515151,113.87294493236884,5.494274377123155,gp
g,56677.69922222222,112.11300576296762,5.941711928184665,gp
g,56678.557929292925,110.97573234514333,6.28456581108326,gp
g,56679.41663636363,110.2787410747588,6.262772771303092,gp
g,56680.27534343434,109.84002588783684,5.778775072320359,gp
g,56681.13405050505,109.47779284543103,4.847988672184047,gp
g,56681.992757575754,109.01029485807513,3.621762929721982,gp
g,56682.85146464646,108.2556664369848,2.596620996635136,gp
g,56683.71017171717,107.05289558046941,2.7341871595097933,gp
g,56684.568878787875,105.42513866982003,3.4008024246720687,gp
g,56685.42758585858,103.49045121381596,3.7176664059833793,gp
g,56686.28629292929,101.36738316777664,3.657623912284821,gp
g,56687.145,99.17429172127422,3.95052625594681,gp
i,56602.276,295.0886695742625,3.080509138505108,gp
i,56603.163,307.1185686170457,5.656728005785782,gp
i,56604.049999999996,319.0571779017457,8.059747555848833,gp
i,56604.937,330.33619678927334,8.49565994514723,gp
i,56605.824,340.38365524235536,7.110838492646453,gp
i,56606.710999999996,348.62169439368097,4.635679497561372,gp
i,56607.598,354.47741835341253,3.848609751411238,gp
i,56608.485,358.0082405651143,5.565330240149747,gp
i,56609.371999999996,360.17906272435874,6.2930624097227055,gp
i,56610.259,362.0190234591786,5.420989300633069,gp
i,56611.146,364.55469492645307,4.037415315712709,gp
i,56612.032999999996,368.6699143871292,4.96514886607769,gp
i,56612.92,374.318080511816,6.287016180939246,gp
i,56613.807,381.08394196653194,6.143621087126416,gp
i,56614.693999999996,388.55417428034866,4.66725424745366,gp
i,56615.581,396.3196123857764,4.925231661506424,gp
i,56616.468,404.0848352679667,8.453046047703403,gp
i,56617.354999999996,411.70279648657424,12.279503194001542,gp
i,56618.242,419.03460340809863,15.423395388809345,gp
i,56619.129,425.93878034488284,17.53938810549039,gp
i,56620.015999999996,432.27070311010925,18.462900963397285,gp
i,56620.903,437.8820231323173,18.12815225612657,gp
i,56621.79,442.6200794592535,16.54856009487144,gp
i,56622.676999999996,446.32729695023806,13.818482604606759,gp
i,56623.564,448.84056891896773,10.140630292487407,gp
i,56624.451,449.99062244544893,5.966443822208985,gp
i,56625.337999999996,449.6014074165946,3.262331776020142,gp
i,56626.225,447.6840470289478,5.046076801877178,gp
i,56627.112,444.8849782755177,6.429464152674633,gp
i,56627.998999999996,441.97808268864446,6.130320583869241,gp
i,56628.886,439.7352176181439,5.149060577123597,gp
i,56629.773,438.8474900257147,6.426021633468296,gp
i,56630.659999999996,439.2561947328463,9.185290009159502,gp
i,56631.547,440.4994026910907,11.420408640740835,gp
i,56632.434,442.11281143486747,12.437092622334633,gp
i,56633.320999999996,443.6319309379744,11.979692672096288,gp
i,56634.208,444.59030860783355,9.999012015396865,gp
i,56635.095,444.5177471465256,6.672839343023063,gp
i,56635.981999999996,442.93851018273676,3.297870146593864,gp
i,56636.869,439.46002582322603,5.632212572701347,gp
i,56637.756,434.27887412579,9.879831804804677,gp
i,56638.643,427.8260422243277,13.328667271744422,gp
i,56639.53,420.52679090075753,15.572413150320822,gp
i,56640.417,412.8016054645125,16.471649063999045,gp
i,56641.304,405.0678237732541,15.99391020899525,gp
i,56642.191,397.7412538112262,14.192802544173048,gp
i,56643.078,391.237785471752,11.21893467289073,gp
i,56643.965,385.9750011742208,7.386140036157996,gp
i,56644.852,382.37378994307664,3.6706916714333215,gp
i,56645.739,380.8015592746624,4.046708833972043,gp
i,56646.626,380.94632961203615,5.971291338099889,gp
i,56647.513,382.05578188752975,6.163185396972329,gp
i,56648.4,383.3723254841227,4.523297863578262,gp
i,56649.287,384.13798426841504,3.1968427864286815,gp
i,56650.174,383.77334038321055,5.976883694794297,gp
i,56651.061,382.20774035315935,9.017995770460217,gp
i,56651.948,379.45476799717676,10.905213522789317,gp
i,56652.835,375.52209848276493,11.303289009179021,gp
i,56653.722,370.4115375439942,10.131020160750278,gp
i,56654.609,364.1190426217372,7.486359027836484,gp
i,56655.496,356.6347260011587,3.790409089317221,gp
i,56656.383,347.949188819161,2.742215867596612,gp
i,56657.27,338.3579061537398,5.945125241935605,gp
i,56658.157,328.596732297965,7.9142022897046616,gp
i,56659.044,319.43394740390977,8.059852280432626,gp
i,56659.931,311.63891903226477,6.4313789465515185,gp
i,56660.818,305.985065758985,3.8533019223128404,gp
i,56661.705,303.19324680762884,4.59256726426207,gp
i,56662.592,303.1133612046265,7.974494452029104,gp
i,56663.479,304.93216705857685,10.668140534263859,gp
i,56664.366,307.82558489018675,12.016301592845092,gp
i,56665.253,310.9725222977263,11.831036736503357,gp
i,56666.14,313.551736078447,10.114948772378526,gp
i,56667.027,314.7386928554415,7.101287190715711,gp
i,56667.914,313.7024192325798,3.9685693712514687,gp
i,56668.801,309.7163362219944,5.342335428875837,gp
i,56669.688,303.06153863949794,8.823701994676176,gp
i,56670.575,294.5449077612725,11.416038751634197,gp
i,56671.462,284.96993952323373,12.599047155472695,gp
i,56672.349,275.1350306119771,12.251184175157261,gp
i,56673.236,265.83655413185306,10.438535536465569,gp
i,56674.123,257.8719285082252,7.508432497472416,gp
i,56675.01,252.0426884261642,4.9206286818859795,gp
i,56675.897,248.99043626668117,6.347854050737552,gp
i,56676.784,248.1849246200636,9.465156248871867,gp
i,56677.671,248.5944725164868,11.765755493617354,gp
i,56678.558,249.18913226648283,12.664755292081876,gp
i,56679.445,248.93875964432573,11.995507924191891,gp
i,56680.332,246.80908810735127,9.768637501725031,gp
i,56681.219,241.75779037914344,6.212924983250393,gp
i,56682.106,232.7305161460763,2.976475470820401,gp
i,56682.993,218.92800193919038,6.016696214544501,gp
i,56683.88,200.81685652521992,10.280325696341784,gp
i,56684.767,179.226619170106,13.57552522266497,gp
i,56685.654,154.9729074081315,15.51484559991668,gp
i,56686.541,128.8605440925794,15.903024878100133,gp
i,56687.428,101.6867107761509,14.619259351690674,gp
i,56688.315,74.24407872833422,11.599110986865375,gp
i,56689.202,47.32392662130337,6.864907386440524,gp
i,56690.089,21.71925388907289,1.9283745635897651,gp
r,56602.3,263.84854764899825,2.4456822966592653,gp
r,56603.15714141414,274.1351791515535,4.151661460389973,gp
r,56604.014282828284,285.0374107371078,5.954757568083544,gp
r,56604.871424242425,296.79058623390273,6.520745629027615,gp
r,56605.728565656565,309.6317314495554,5.924022275709637,gp
r,56606.58570707071,323.80012836649115,4.615360219976993,gp
r,56607.442848484854,339.5368485557597,3.843321687945718,gp
r,56608.299989898995,356.71885807713915,4.580532388802706,gp
r,56609.157131313135,374.3191925500744,5.29239821588281,gp
r,56610.014272727276,391.173955189846,5.268462515146862,gp
r,56610.87141414142,406.1168004326336,4.763236374426049,gp
r,56611.72855555556,418.0145205494737,4.794412675076706,gp
r,56612.5856969697,426.7346034280885,5.436685516600215,gp
r,56613.44283838384,433.21811165792144,5.6951044510254345,gp
r,56614.29997979798,438.45304313225324,5.350164955628601,gp
r,56615.15712121213,443.42359743475237,5.223369718753161,gp
r,56616.01426262627,448.97532598846664,6.756857964558064,gp
r,56616.87140404041,455.1816017008087,9.333472342394511,gp
r,56617.72854545455,461.8465481624982,12.00750700738469,gp
r,56618.58568686869,468.7744403484913,14.352683841362214,gp
r,56619.44282828283,475.76948896927894,16.15701180238849,gp
r,56620.29996969697,482.63534017659293,17.298867886229377,gp
r,56621.15711111111,489.1745737531808,17.706591218486004,gp
r,56622.01425252525,495.18819883842605,17.343440946255868,gp
r,56622.87139393939,500.47514623775425,16.20166098396298,gp
r,56623.72853535354,504.83175635757715,14.30112262604785,gp
r,56624.58567676768,508.05126179942863,11.692426950667354,gp
r,56625.44281818182,509.92326363864703,8.471262933789268,gp
r,56626.29995959596,510.23320040087197,4.860224593075455,gp
r,56627.1571010101,508.7618089927081,2.3077373746013246,gp
r,56628.014242424244,505.37917060050324,4.7024369534266635,gp
r,56628.871383838385,500.31252916322285,7.695365337393185,gp
r,56629.728525252525,493.8710407600296,9.91658776565678,gp
r,56630.585666666666,486.3596426539406,11.174543084515754,gp
r,56631.44280808081,478.07982569393965,11.406429172210881,gp
r,56632.299949494954,469.3303997718716,10.604618003813469,gp
r,56633.157090909095,460.40825377902644,8.815917156840118,gp
r,56634.014232323236,451.60911149250376,6.1962135811311825,gp
r,56634.87137373738,443.2282848198628,3.4691338587501006,gp
r,56635.72851515152,435.54642220334534,4.199478187038903,gp
r,56636.58565656566,428.63670115242724,7.6764275958610355,gp
r,56637.4427979798,422.4208444977057,11.201029080440135,gp
r,56638.29993939394,416.81813857262676,14.285949945768145,gp
r,56639.15708080808,411.74874255297823,16.773211157497887,gp
r,56640.01422222222,407.13349761080406,18.57875773223057,gp
r,56640.87136363637,402.89373693959163,19.652957939021757,gp
r,56641.72850505051,398.9510963001845,19.97025035803018,gp
r,56642.58564646465,395.2273247360111,19.525736131190502,gp
r,56643.44278787879,391.6440951076949,18.334518493630878,gp
r,56644.29992929293,388.12281409497314,16.433077060721825,gp
r,56645.15707070707,384.5844313138329,13.883681210423692,gp
r,56646.01421212121,380.9492471937681,10.786790327380256,gp
r,56646.87135353535,377.13671925927343,7.326998348901308,gp
r,56647.72849494949,373.06526645505056,4.05805120902262,gp
r,56648.585636363634,368.6558192968843,3.550093488969869,gp
r,56649.44277777778,363.94466239066367,5.866171512736261,gp
r,56650.29991919192,359.1035543256354,7.84807672711827,gp
r,56651.15706060606,354.3111432155387,8.85351839681525,gp
r,56652.014202020204,349.74563782534483,8.767745954662681,gp
r,56652.871343434344,345.58526057729523,7.607349512961509,gp
r,56653.728484848485,342.00870023711025,5.491801352240453,gp
r,56654.585626262626,339.19556513279775,2.838929491221392,gp
r,56655.44276767677,337.31941862333497,2.630666720908186,gp
r,56656.29990909091,336.34617332629244,5.230625438484931,gp
r,56657.15705050505,336.0098794978241,7.352843455145771,gp
r,56658.014191919196,336.03339244389093,8.528759146270547,gp
r,56658.871333333336,336.13994197315054,8.648723211368578,gp
r,56659.72847474748,336.0524404402336,7.708588243304307,gp
r,56660.58561616162,335.4927898656317,5.799608340996821,gp
r,56661.44275757576,334.1811868330075,3.2340597728376905,gp
r,56662.2998989899,331.83670493795114,2.2279481361880036,gp
r,56663.15704040404,328.2927159899867,4.567244252787249,gp
r,56664.01418181818,323.5892286175517,6.586359922897452,gp
r,56664.87132323232,317.78466111028337,7.633225912174063,gp
r,56665.72846464646,310.9341734792158,7.614799657012877,gp
r,56666.58560606061,303.0898144250659,6.624237025375513,gp
r,56667.44274747475,294.3006621630467,5.080794666259313,gp
r,56668.29988888889,284.61311955728354,4.3919284158796685,gp
r,56669.15703030303,274.1550796529572,5.8522474485373,gp
r,56670.01417171717,263.2741745085416,7.813013517682111,gp
r,56670.87131313131,252.35273984524792,9.282058585771034,gp
r,56671.72845454545,241.77259870156033,9.963590936980607,gp
r,56672.585595959594,231.91603304820853,9.805697710535318,gp
r,56673.442737373734,223.1667560166075,8.930376268787464,gp
r,56674.299878787875,215.91088657471116,7.721684797977523,gp
r,56675.15702020202,210.5379284872498,7.040117931465332,gp
r,56676.01416161616,207.3152886407647,7.7641058566607475,gp
r,56676.871303030304,205.9292894738584,9.164164783403754,gp
r,56677.728444444445,205.90087895306687,10.34660864927104,gp
r,56678.585585858586,206.75405995916145,10.8831767596034,gp
r,56679.442727272726,208.01471761923807,10.599865991088642,gp
r,56680.29986868687,209.2094326958687,9.45741874719971,gp
r,56681.15701010101,209.86429607862877,7.5182240582059805,gp
r,56682.01415151515,209.50372215401387,4.984680650158852,gp
r,56682.87129292929,207.6492588276094,2.6140200832410034,gp
r,56683.72843434344,203.88180087864293,3.140412228911642,gp
r,56684.58557575758,198.38248291023925,4.659280130589625,gp
r,56685.44271717172,191.66362602787214,5.110800904996813,gp
r,56686.29985858586,184.23777570941874,4.413696442377506,gp
r,56687.157,176.615410493526,3.9575444422691777,gp
z,56602.154,255.7104181439463,2.6652269835875444,gp
z,56602.96162626263,264.65454952133496,4.273352086587726,gp
z,56603.76925252526,273.74277388561313,6.192283939687346,gp
z,56604.576878787884,282.81637433625474,7.047228147415425,gp
z,56605.384505050504,291.71608657783145,6.8417545486301,gp
z,56606.19213131313,300.2816483622637,5.871570803100919,gp
z,56606.99975757576,308.3513465332553,4.836257543764943,gp
z,56607.807383838386,315.77830537223326,4.805253560105305,gp
z,56608.61501010101,322.56612641665924,5.244243409692741,gp
z,56609.42263636364,328.79783935094656,5.147664212804907,gp
z,56610.23026262626,334.55513443509244,4.294579501334901,gp
z,56611.03788888889,339.91780026644756,3.3075596478637808,gp
z,56611.845515151515,344.95556987275904,3.797312883143973,gp
z,56612.65314141414,349.66871836084465,4.909657095840053,gp
z,56613.46076767677,354.0229659711986,5.4380290874076875,gp
z,56614.2683939394,357.98218736707986,5.312238210400503,gp
z,56615.076020202025,361.5085249889671,5.318449322370967,gp
z,56615.883646464645,364.57488867453685,6.649857787049882,gp
z,56616.69127272727,367.2210554439371,8.791502791900873,gp
z,56617.4988989899,369.5083171945362,10.931092537378237,gp
z,56618.30652525253,371.4963264331391,12.675887598670341,gp
z,56619.114151515154,373.24323555817864,13.831667944803751,gp
z,56619.92177777778,374.80585154361506,14.297493156681353,gp
z,56620.72940404041,376.2397874061353,14.029127900636041,gp
z,56621.53703030303,377.59961076219406,13.026644034407973,gp
z,56622.344656565656,378.9389897769106,11.33322471360525,gp
z,56623.15228282828,380.3108368005578,9.045487763237466,gp
z,56623.95990909091,381.76744998491813,6.3564344226881895,gp
z,56624.76753535354,383.36065316645545,3.7812579287525483,gp
z,56625.575161616165,385.13863896802286,3.134999220212958,gp
z,56626.382787878785,387.03673441383944,4.372405093390483,gp
z,56627.19041414141,388.85190119896833,5.107856056487991,gp
z,56627.99804040404,390.37173420104955,4.963252106498212,gp
z,56628.80566666667,391.38230299498355,4.53534940716527,gp
z,56629.613292929294,391.68430761036507,5.210410782386036,gp
z,56630.42091919192,391.27143346628327,6.794681012232929,gp
z,56631.22854545455,390.261377708257,8.229420090383803,gp
z,56632.03617171717,388.7716178713745,9.035566794378848,gp
z,56632.8437979798,386.917601466881,9.024013006844038,gp
z,56633.651424242424,384.8130631501517,8.14783716421736,gp
z,56634.45905050505,382.570337899424,6.477919262676441,gp
z,56635.26667676768,380.3006708470348,4.298818202307171,gp
z,56636.074303030306,378.11452414989617,2.8436947178151484,gp
z,56636.881929292926,376.0989936068818,4.050009832874847,gp
z,56637.68955555555,374.25538708388194,5.571489383773129,gp
z,56638.49718181818,372.5648044695354,6.2354100020756205,gp
z,56639.30480808081,371.0080684559198,5.862189373166479,gp
z,56640.112434343435,369.5656754462816,4.614231418754575,gp
z,56640.92006060606,368.21774532615746,3.3950667338400233,gp
z,56641.72768686869,366.9288267491065,4.3278528747298,gp
z,56642.53531313131,365.55389369065233,6.335915506205046,gp
z,56643.34293939394,363.89923817860836,7.9809953087879295,gp
z,56644.150565656564,361.76951009206095,8.857637097150016,gp
z,56644.95819191919,358.9673907797405,8.835518167709813,gp
z,56645.76581818182,355.29305963798106,7.9027264019205745,gp
z,56646.573444444446,350.5436551222483,6.157521766268696,gp
z,56647.38107070707,344.51272909358886,3.9420855278584326,gp
z,56648.18869696969,336.990507505172,2.817640716981906,gp
z,56648.99632323232,328.0380557167482,4.367470554163967,gp
z,56649.80394949495,318.38719538318037,5.987285322362182,gp
z,56650.611575757575,308.86875965620857,6.775233365079363,gp
z,56651.4192020202,300.3133519816147,6.641971576455609,gp
z,56652.22682828283,293.55362578361746,5.840598811195285,gp
z,56653.03445454545,289.426567948125,5.197909197513354,gp
z,56653.84208080808,288.6184730581772,5.950912609835503,gp
z,56654.649707070705,290.7535729951014,7.496449812573793,gp
z,56655.45733333333,295.0176703012912,8.822320887505235,gp
z,56656.26495959596,300.60035530616733,9.486559162329689,gp
z,56657.07258585859,306.69426231933176,9.315252871230086,gp
z,56657.880212121214,312.4928605273017,8.26912802758016,gp
z,56658.687838383834,317.1882462170033,6.430301373540105,gp
z,56659.49546464646,319.96893180719053,4.159638159801656,gp
z,56660.30309090909,320.01992076025635,3.1870110197708565,gp
z,56661.110717171716,316.99272258801284,5.08492820748704,gp
z,56661.91834343434,311.5829621942139,7.2762575943587775,gp
z,56662.72596969697,304.6207684632136,8.829515208385757,gp
z,56663.53359595959,296.93146470587817,9.534103755736842,gp
z,56664.34122222222,289.33782922564205,9.34391583905038,gp
z,56665.148848484845,282.66235030135067,8.301454711912498,gp
z,56665.95647474747,277.7294802032775,6.539626453863162,gp
z,56666.7641010101,275.3678928547233,4.348547995670468,gp
z,56667.57172727273,276.277160656824,2.519567681344479,gp
z,56668.379353535354,278.36122208583765,2.9678220520274463,gp
z,56669.186979797974,279.01073099411224,5.266797765276558,gp
z,56669.9946060606,278.30242271408497,7.378501141817822,gp
z,56670.80223232323,276.48833312489296,8.813063900400364,gp
z,56671.609858585856,273.81697063695174,9.405412291147755,gp
z,56672.41748484848,270.5339963348197,9.10640144583588,gp
z,56673.22511111111,266.8828979549835,7.970209480599088,gp
z,56674.03273737374,263.10565907935234,6.233999253914527,gp
z,56674.84036363636,259.4434249143269,4.691371034383802,gp
z,56675.647989898986,256.123281428685,5.130015147822672,gp
z,56676.45561616161,253.1971874326664,7.075080064623235,gp
z,56677.26324242424,250.59733233932275,8.935394264478767,gp
z,56678.07086868687,248.25397458377847,10.119288425008785,gp
z,56678.878494949495,246.0976064847746,10.395002905031095,gp
z,56679.686121212115,244.05876929470105,9.65494754039103,gp
z,56680.49374747474,242.06786803643263,7.879492668873405,gp
z,56681.30137373737,240.05498575121237,5.25379988444302,gp
z,56682.109,237.94969678073903,3.4134727934753513,gp
