mjd,fluxcal,flt,fluxcalerr,processing
56945.316424242425,53.73592233679752,g,6.328050637513145,gp
56946.011898989906,61.52794586292066,g,6.377256173279568,gp
56946.70737373738,69.45617130530688,g,6.086332784454732,gp
56947.40284848485,77.4095077514044,g,5.451474951649395,gp
56948.09832323233,85.27646254536606,g,4.564645481216088,gp
56948.7937979798,92.9444562924914,g,3.6977580970879145,gp
56949.489272727275,100.29934468172134,g,3.4622098459024278,gp
56950.18474747475,107.25321400351687,g,4.173483489099645,gp
56950.88022222222,113.77258642611247,g,5.222736189960145,gp
56951.5756969697,119.8275624734717,g,6.182922598040765,gp
56952.27117171718,125.38476011998887,g,6.883527939671707,gp
56952.96664646465,130.40708102652818,g,7.263143604260452,gp
56953.662121212124,134.85345989697137,g,7.315035580763642,gp
56954.3575959596,138.67859584538354,g,7.073967793302684,gp
56955.05307070707,141.83266459226255,g,6.61992833778245,gp
56955.748545454546,144.26101023698976,g,6.090568295024158,gp
56956.44402020202,145.90390327751433,g,5.685085248052892,gp
56957.1394949495,146.7337845020422,g,5.518284409316037,gp
56957.834969696974,146.81363487654696,g,5.429627957399723,gp
56958.53044444445,146.21622771082585,g,5.282442569628135,gp
56959.22591919192,145.0094066203006,g,5.081527217408635,gp
56959.921393939396,143.2564692415147,g,5.008439163229105,gp
56960.61686868687,141.01661147685618,g,5.369691828349105,gp
56961.31234343434,138.34708225456646,g,6.18258770773043,gp
56962.007818181824,135.30353417548616,g,7.1697821676720315,gp
56962.7032929293,131.93853429584664,g,8.130795183604992,gp
56963.39876767677,128.3017977473316,g,8.959783770007366,gp
56964.094242424246,124.44049176466822,g,9.613155622389156,gp
56964.78971717172,120.39952759757425,g,10.08830134202199,gp
56965.48519191919,116.221841571539,g,10.412296221976705,gp
56966.18066666667,111.94866651589426,g,10.633875291248595,gp
56966.87614141414,107.61781198884401,g,10.804530668921881,gp
56967.57161616162,103.24875439779139,g,10.90103516870036,gp
56968.267090909096,98.85114751030603,g,10.866130440987412,gp
56968.96256565657,94.43360895212429,g,10.656804478421229,gp
56969.65804040404,90.0038735442565,g,10.2503110303031,gp
56970.35351515152,85.56887099303391,g,9.648505101756577,gp
56971.04898989899,81.13479917808976,g,8.884360880742236,gp
56971.744464646465,76.70719339155562,g,8.033916631469697,gp
56972.439939393946,72.29099186900154,g,7.234709203171132,gp
56973.13541414142,67.89059793333766,g,6.696551864583145,gp
56973.83088888889,63.51187167070423,g,6.622886992361262,gp
56974.52636363637,59.1775612084647,g,6.889539996486492,gp
56975.22183838384,54.91927508757974,g,7.213800354770447,gp
56975.917313131315,50.76866629603307,g,7.3868891763986175,gp
56976.61278787879,46.75756083754483,g,7.285176184750603,gp
56977.30826262626,42.918167939830184,g,6.847107346203601,gp
56978.00373737374,39.28329131621362,g,6.057472349040865,gp
56978.69921212122,35.88654240800156,g,4.9498318568533755,gp
56979.39468686869,32.762556544046554,g,3.6538748960316942,gp
56980.090161616165,29.947212962276943,g,2.6283802706591555,gp
56980.78563636364,27.47406531930759,g,2.922214521478328,gp
56981.48111111111,25.33534766933316,g,4.182045844734018,gp
56982.176585858586,23.4977367981216,g,5.492470551284344,gp
56982.87206060606,21.928963840036175,g,6.551021525584502,gp
56983.56753535354,20.59807859178621,g,7.253213955961275,gp
56984.263010101015,19.4752888313855,g,7.554648211194674,gp
56984.95848484849,18.53180425059756,g,7.441887541540333,gp
56985.65395959596,17.73968436114179,g,6.931285899216401,gp
56986.349434343436,17.071689749813235,g,6.088344368993452,gp
56987.04490909091,16.501136069168428,g,5.0933521946202625,gp
56987.74038383838,16.00175016094573,g,4.413893138364286,gp
56988.435858585864,15.548336235873602,g,4.835000184066788,gp
56989.13133333334,15.128682107174317,g,6.36703152029614,gp
56989.82680808081,14.740933194481162,g,8.409263532472227,gp
56990.522282828286,14.383583714789484,g,10.624482901190781,gp
56991.21775757576,14.055182691996588,g,12.864427097556211,gp
56991.91323232323,13.754328638895842,g,15.05558797497483,gp
56992.60870707071,13.479664289674215,g,17.155362612612308,gp
56993.30418181818,13.229871364578102,g,19.13591382055269,gp
56993.99965656566,13.003665347941965,g,20.97750951856366,gp
56994.695131313136,12.799790260842268,g,22.665393402134047,gp
56995.39060606061,12.617013409025997,g,24.188130224129242,gp
56996.08608080808,12.454120086747453,g,25.53663761721758,gp
56996.78155555556,12.309908216393465,g,26.70357056178447,gp
56997.47703030303,12.183182903535977,g,27.68290367254608,gp
56998.172505050505,12.072750886289603,g,28.46963356489142,gp
56998.867979797986,11.977414857355159,g,29.05955944818327,gp
56999.56345454546,11.895967636284489,g,29.449118021093096,gp
57000.25892929293,11.827186168782795,g,29.63525830176015,gp
57000.95440404041,11.769825328924743,g,29.615347458559395,gp
57001.64987878788,11.722611499218868,g,29.387102017535177,gp
57002.345353535355,11.68423590234366,g,28.948541027482822,gp
57003.04082828283,11.653347657264272,g,28.29795943720891,gp
57003.7363030303,11.628546531124456,g,27.433921480924727,gp
57004.43177777778,11.608375356977975,g,26.355275676905187,gp
57005.12725252526,11.591312085910415,g,25.061195717359887,gp
57005.82272727273,11.575761440523735,g,23.551256232337,gp
57006.518202020205,11.560046135028964,g,21.82556179131499,gp
57007.21367676768,11.542397625337829,g,19.884968201838724,gp
57007.90915151515,11.520946350564682,g,17.731485601982218,gp
57008.604626262626,11.493711425220894,g,15.369090462256466,gp
57009.3001010101,11.458589739093064,g,12.805605683620469,gp
57009.99557575758,11.413344419373814,g,10.057941965051244,gp
57010.691050505055,11.355592606984693,g,7.171034054957989,gp
57011.38652525253,11.282792496253792,g,4.319412064435253,gp
57012.082,11.192229584143078,g,2.629473802965066,gp
56943.234,50.40372705354074,i,5.056325864279251,gp
56944.28306060606,64.68782252121393,i,4.959474212092657,gp
56945.332121212115,79.77790375308314,i,5.421323852851,gp
56946.38118181818,95.22459609359322,i,5.599190960713745,gp
56947.43024242424,110.57982551376618,i,5.300526266664475,gp
56948.4793030303,125.39443087130716,i,4.752345805191116,gp
56949.52836363636,139.21644277968363,i,4.605776199457449,gp
56950.57742424242,151.74821534705984,i,5.284980744886895,gp
56951.62648484848,163.05126510387294,i,6.192992316786053,gp
56952.67554545454,173.2308935602116,i,6.867271185629677,gp
56953.724606060605,182.38560584235861,i,7.14445081377872,gp
56954.77366666666,190.6075471914679,i,7.049356913633232,gp
56955.82272727272,197.98291367532678,i,6.763804879563641,gp
56956.87178787879,204.58376353471297,i,6.6009217014168025,gp
56957.92084848484,210.28417766592537,i,6.659036248518067,gp
56958.969909090905,214.76207775348598,i,6.827244247754737,gp
56960.01896969697,217.67970110899597,i,7.152989145087385,gp
56961.06803030303,218.73406017499326,i,7.786906100140658,gp
56962.11709090909,217.98920520867026,i,8.586936429169851,gp
56963.16615151515,215.69051554208806,i,9.308701743577494,gp
56964.21521212121,212.07552759310414,i,9.821324419934824,gp
56965.26427272727,207.373654013981,i,10.09538608167801,gp
56966.31333333333,201.80737823988625,i,10.176786754277067,gp
56967.362393939395,195.59288556561052,i,10.1230794089084,gp
56968.41145454545,188.9393116389603,i,9.862927101640459,gp
56969.46051515151,182.05158990405687,i,9.323386090583014,gp
56970.50957575758,175.1322279153486,i,8.502862343437423,gp
56971.55863636363,168.3823859143144,i,7.504710475470541,gp
56972.607696969695,162.00294869126324,i,6.5911798533149195,gp
56973.65675757576,156.193704750734,i,6.1978819042075735,gp
56974.705818181814,151.03297111559493,i,6.417616065625715,gp
56975.75487878788,146.40428019546005,i,6.740989916928419,gp
56976.80393939394,142.17524034533074,i,6.7993885332858275,gp
56977.852999999996,138.21454626048848,i,6.473012969807238,gp
56978.90206060606,134.39133629481026,i,5.867815839267114,gp
56979.95112121212,130.57455029570872,i,5.36580210674554,gp
56981.00018181818,126.63992554462712,i,5.5458864231251725,gp
56982.04924242424,122.55710004096204,i,6.26597430923002,gp
56983.0983030303,118.35888066335245,i,6.957590803229529,gp
56984.14736363636,114.07792089742675,i,7.307561290559831,gp
56985.19642424242,109.74568095130337,i,7.212061264746589,gp
56986.245484848485,105.3926162239587,i,6.712521348932994,gp
56987.29454545454,101.04836097875392,i,5.99528878240785,gp
56988.3436060606,96.74193992988255,i,5.412785640129016,gp
56989.39266666667,92.50448749255858,i,5.1452123978173105,gp
56990.44172727272,88.37128262862791,i,5.004357494811298,gp
56991.490787878785,84.37805920247189,i,5.128692137222654,gp
56992.53984848485,80.56608696504333,i,5.971570249283927,gp
56993.588909090904,76.96105037574856,i,7.535602716232849,gp
56994.63796969697,73.55501042409699,i,9.340857476547576,gp
56995.68703030303,70.33801439280998,i,11.06921179051776,gp
56996.73609090909,67.30059540328179,i,12.54666012442893,gp
56997.78515151515,64.43374504747797,i,13.673221619073114,gp
56998.83421212121,61.728887190353475,i,14.389838400060711,gp
56999.883272727275,59.17785286782032,i,14.664092127292692,gp
57000.93233333333,56.772856207903345,i,14.484081846304425,gp
57001.98139393939,54.506471305201956,i,13.856390527092874,gp
57003.03045454546,52.37160998180116,i,12.806940434925803,gp
57004.07951515151,50.36150036892596,i,11.385224759816037,gp
57005.128575757575,48.469666246634716,i,9.674630282376143,gp
57006.17763636364,46.6899070800045,i,7.816703144769955,gp
57007.226696969694,45.016278692037844,i,6.068050235839219,gp
57008.27575757576,43.44315902104651,i,4.887991635370843,gp
57009.32481818182,42.000838495574015,i,4.535433770659369,gp
57010.373878787876,40.810918482385574,i,4.4591793109784925,gp
57011.42293939394,40.01027555740302,i,4.397913658787723,gp
57012.472,39.73507784888878,i,4.6593197797244885,gp
57013.52106060606,40.00874052406331,i,5.31806858833711,gp
57014.57012121212,40.69438901753168,i,5.882258929668087,gp
57015.61918181818,41.64467516413987,i,6.072975739198777,gp
57016.66824242424,42.71333653483987,i,5.859141603745009,gp
57017.7173030303,43.754443672551986,i,5.45158857322555,gp
57018.766363636365,44.64252987191401,i,5.33202981108033,gp
57019.81542424242,45.47691243615344,i,5.870299536667105,gp
57020.864484848484,46.27945375860929,i,6.771007946869613,gp
57021.91354545455,46.93432909272525,i,7.591118110711476,gp
57022.9626060606,47.32293196336383,i,8.12078267624806,gp
57024.011666666665,47.32499103677753,i,8.32446877316342,gp
57025.06072727273,46.817953682568884,i,8.296102414403352,gp
57026.109787878784,45.67636040893956,i,8.236559179111913,gp
57027.15884848485,43.82297178621042,i,8.331680880896803,gp
57028.20790909091,41.423438967922266,i,8.439516051179487,gp
57029.256969696966,38.7137880025989,i,8.36569728974656,gp
57030.30603030303,35.928204485351785,i,8.021910822792098,gp
57031.35509090909,33.30023425918574,i,7.450975885565301,gp
57032.404151515155,31.06399365861148,i,6.85336027019361,gp
57033.45321212121,29.45390824576242,i,6.584467422396411,gp
57034.50227272727,28.564852952942886,i,6.760451959778607,gp
57035.55133333334,28.235748552390646,i,6.98690983614825,gp
57036.60039393939,28.28068581979369,i,6.955191016928792,gp
57037.649454545455,28.515480853708766,i,6.5574254933975356,gp
57038.69851515152,28.756734644019105,i,5.888537338966879,gp
57039.747575757574,28.820895410102253,i,5.302995951584929,gp
57040.79663636364,28.53252864789681,i,5.363949375512081,gp
57041.8456969697,27.858383433790834,i,5.947139864182662,gp
57042.894757575756,26.877362771017033,i,6.444036915670552,gp
57043.94381818182,25.669760042293547,i,6.522091997033241,gp
57044.99287878788,24.314537008310708,i,6.122102438290465,gp
57046.04193939394,22.889734721869104,i,5.51457496147012,gp
57047.091,21.47288070397218,i,5.552095295312359,gp
56943.232,63.004777781167604,r,5.511097260707333,gp
56944.28106060607,77.20826060056697,r,5.197239951750259,gp
56945.33012121212,92.17249766778241,r,5.386471264373784,gp
56946.379181818185,107.48434482761377,r,5.34427226388437,gp
56947.42824242425,122.73178025904554,r,4.863677810505831,gp
56948.477303030304,137.50189162777474,r,4.152014972112927,gp
56949.52636363637,151.37939389102712,r,3.9170945438551743,gp
56950.57542424243,164.07156800021085,r,4.635481347609687,gp
56951.624484848486,175.57110974928946,r,5.587164977083777,gp
56952.67354545455,185.9048566389081,r,6.267362267580749,gp
56953.72260606061,195.09322627369897,r,6.515714406916141,gp
56954.77166666667,203.15025532743925,r,6.359325365909023,gp
56955.82072727273,210.08361491035203,r,5.977642634682783,gp
56956.86978787879,215.89155222995691,r,5.6841544270917765,gp
56957.91884848485,220.49734213298802,r,5.569791949429394,gp
56958.96790909091,223.74978664873265,r,5.5390918112962995,gp
56960.016969696975,225.4872716259158,r,5.749211860233247,gp
56961.06603030303,225.56822669176495,r,6.506877860483873,gp
56962.115090909094,224.08418986859954,r,7.629222826044884,gp
56963.16415151516,221.240757495347,r,8.754132035075136,gp
56964.21321212121,217.23688813743615,r,9.673623668339106,gp
56965.262272727276,212.2648953021926,r,10.294681266784202,gp
56966.31133333334,206.5113697245922,r,10.595385042563619,gp
56967.360393939394,200.1435969838733,r,10.583571301957644,gp
56968.40945454546,193.25919250797187,r,10.232034623018874,gp
56969.45851515152,185.93366561397238,r,9.532558787441943,gp
56970.507575757576,178.2394002859627,r,8.532344015889292,gp
56971.55663636364,170.24603537844928,r,7.365405504220109,gp
56972.6056969697,162.02083280311206,r,6.309812834596641,gp
56973.65475757576,153.62916849499658,r,5.809331975425692,gp
56974.70381818182,145.14338106534285,r,5.945885959220223,gp
56975.752878787884,136.64831705948075,r,6.175336672574737,gp
56976.80193939394,128.22921978925393,r,6.104847296069371,gp
56977.851,119.97093945413047,r,5.599347995704778,gp
56978.900060606065,111.95837651399836,r,4.75599892915613,gp
56979.94912121212,104.27692441483367,r,4.0194038283921625,gp
56980.998181818184,97.00872331409053,r,4.198182341137481,gp
56982.04724242425,90.1849846036161,r,5.070328198887143,gp
56983.0963030303,83.80295926943226,r,5.858419805037823,gp
56984.145363636366,77.86079537579162,r,6.217487240853532,gp
56985.19442424243,72.35824107189,r,6.058196903377311,gp
56986.243484848485,67.29667597279828,r,5.447520112207365,gp
56987.29254545455,62.679147769149765,r,4.636401649105986,gp
56988.34160606061,58.50982765855575,r,4.148241593867889,gp
56989.390666666666,54.74740086613107,r,4.243067855323314,gp
56990.43972727273,51.27099262744076,r,4.533106833967754,gp
56991.48878787879,47.954870353279375,r,5.017423338562472,gp
56992.53784848485,44.810792910909754,r,6.027880487846042,gp
56993.58690909091,41.96065354820365,r,7.5575816978241805,gp
56994.635969696974,39.39005471864641,r,9.240880845740747,gp
56995.68503030303,37.07428954319056,r,10.821532747010616,gp
56996.73409090909,34.98962835021831,r,12.14830477251111,gp
56997.783151515156,33.11322027047339,r,13.129555154251843,gp
56998.83221212121,31.422997679917444,r,13.709472940419644,gp
56999.881272727274,29.897583168353663,r,13.85691472089772,gp
57000.93033333334,28.5161987191986,r,13.560315362652787,gp
57001.97939393939,27.258576792343717,r,12.82591152909711,gp
57003.028454545456,26.104873007688184,r,11.678462280040439,gp
57004.07751515152,25.03558013160523,r,10.165056395658471,gp
57005.126575757575,24.031443072398247,r,8.365002190419235,gp
57006.17563636364,23.073374593668234,r,6.416164905441089,gp
57007.2246969697,22.142371456505487,r,4.59379223903124,gp
57008.27375757576,21.219504028542246,r,3.4959240250277532,gp
57009.32281818182,20.316729249312402,r,3.4557383602558813,gp
57010.37187878788,19.52487561717419,r,3.5703998289259973,gp
57011.42093939394,18.94755325098231,r,3.5051310113704024,gp
57012.47,18.687586731104204,r,3.755422701471319,gp
57013.519060606064,18.769407911527196,r,4.529089478505013,gp
57014.56812121212,19.10616229689424,r,5.269063515855481,gp
57015.61718181818,19.603555315391134,r,5.705497660595627,gp
57016.666242424246,20.16793975880131,r,5.887521480309712,gp
57017.7153030303,20.70587463261967,r,6.149316006232575,gp
57018.764363636365,21.128747755125517,r,6.9750575664222,gp
57019.81342424243,21.40783540396302,r,8.322570287193699,gp
57020.86248484848,21.55348456516265,r,9.819156126951912,gp
57021.911545454546,21.57600136315142,r,11.205064928558162,gp
57022.96060606061,21.484997356365966,r,12.32497862251738,gp
57024.009666666665,21.289434411935872,r,13.08681420201805,gp
57025.05872727273,20.997667160751007,r,13.437547095303556,gp
57026.10778787879,20.61748318259947,r,13.35160083009786,gp
57027.15684848485,20.156141063720497,r,12.826143844603834,gp
57028.20590909091,19.62040646222374,r,11.88096030780356,gp
57029.25496969697,19.016586310551588,r,10.563281092770339,gp
57030.30403030303,18.350561277956842,r,8.96169775165584,gp
57031.35309090909,17.627816610377067,r,7.242062536499773,gp
57032.402151515154,16.853471460024025,r,5.734364341117105,gp
57033.45121212121,16.03246294786652,r,5.024266152786725,gp
57034.50027272727,15.184522432651846,r,5.2647323114758695,gp
57035.549333333336,14.356659539815155,r,5.6855948321195635,gp
57036.59839393939,13.598809072632406,r,5.76409299961746,gp
57037.647454545455,12.96115494167671,r,5.338022670327186,gp
57038.69651515152,12.494369261495649,r,4.496572522082497,gp
57039.74557575757,12.24985307427815,r,3.681563330858103,gp
57040.79463636364,12.276042398172166,r,3.7951055317877094,gp
57041.8436969697,12.560934485414691,r,4.663166530040868,gp
57042.892757575755,13.044798487527203,r,5.3904618176248364,gp
57043.94181818182,13.6674244741927,r,5.586699256609219,gp
57044.99087878788,14.369180672828932,r,5.167277948724956,gp
57046.03993939394,15.09073088118879,r,4.352561648981791,gp
57047.089,15.772752830126791,r,4.102406688079457,gp
56943.237,60.350611885952205,z,5.136977284279545,gp
56944.145404040406,69.58564085932385,z,5.163273524644238,gp
56945.05380808081,79.39680725034276,z,5.811008122221356,gp
56945.962212121216,89.57963366430997,z,6.279080293626569,gp
56946.870616161614,99.9311358138491,z,6.31276686698935,gp
56947.77902020202,110.24855096377696,z,5.9593347537557895,gp
56948.687424242424,120.32806623243266,z,5.506978203414561,gp
56949.59582828283,129.96431909861815,z,5.493440650115789,gp
56950.504232323234,139.0123090282649,z,6.146890015269275,gp
56951.41263636364,147.43312768544985,z,7.011459387181264,gp
56952.321040404044,155.19401259930567,z,7.726063466016501,gp
56953.22944444445,162.2570934735106,z,8.1279641224693,gp
56954.13784848485,168.57910503255923,z,8.189186261523988,gp
56955.04625252525,174.11107432086317,z,7.987911126192797,gp
56955.95465656566,178.7979809983245,z,7.707645673866989,gp
56956.86306060606,182.58105467164737,z,7.6067060665131985,gp
56957.77146464647,185.43972951259246,z,7.73077774243485,gp
56958.67986868687,187.38394041997657,z,7.95600550928345,gp
56959.58827272728,188.4178452338037,z,8.252610010532623,gp
56960.49667676768,188.53871031622361,z,8.698049896992947,gp
56961.40508080808,187.7392692896244,z,9.314327170429126,gp
56962.313484848484,186.01006344198362,z,9.934319711067081,gp
56963.22188888889,183.33517471417213,z,10.42493164920515,gp
56964.130292929294,179.69158071595874,z,10.726874954012118,gp
56965.0386969697,175.04904312782094,z,10.847814614715064,gp
56965.947101010104,169.36996223469316,z,10.85103574805471,gp
56966.85550505051,162.61951127139136,z,10.830428281307663,gp
56967.76390909091,154.94858405820884,z,10.770407644180702,gp
56968.67231313131,146.67308389730425,z,10.56164317480253,gp
56969.58071717172,138.11003319296069,z,10.131183076671096,gp
56970.48912121212,129.57352660173643,z,9.465275286377487,gp
56971.39752525253,121.37663734309791,z,8.627672501144868,gp
56972.30592929293,113.83331732142145,z,7.7879126243330346,gp
56973.21433333334,107.26029948473976,z,7.2422455437889335,gp
56974.12273737374,101.92126932368413,z,7.259977534449528,gp
56975.03114141414,97.75554906064,z,7.601432468201403,gp
56975.939545454545,94.59101231006296,z,7.90035794621047,gp
56976.84794949495,92.26040361950582,z,7.941503912156464,gp
56977.756353535355,90.60052948699975,z,7.659215919419601,gp
56978.66475757576,89.4513256505872,z,7.126801770590499,gp
56979.573161616165,88.65493693005877,z,6.583569778350238,gp
56980.48156565657,88.05497185425948,z,6.449305976899692,gp
56981.38996969697,87.54625859234768,z,6.95392686239148,gp
56982.29837373737,87.14564840117058,z,7.7241685924794155,gp
56983.20677777778,86.88786966475904,z,8.400251969867975,gp
56984.11518181818,86.80774219792178,z,8.787019867765022,gp
56985.02358585859,86.94038268547146,z,8.809634275696514,gp
56985.93198989899,87.32141034112175,z,8.479788945179598,gp
56986.8403939394,87.98715368737103,z,7.888565350230948,gp
56987.7487979798,88.97485935992398,z,7.214696372450147,gp
56988.6572020202,90.30804219736754,z,6.691014270361671,gp
56989.565606060605,91.84898136226538,z,6.3102219946460485,gp
56990.47401010101,93.36028533675426,z,5.990063980284939,gp
56991.382414141415,94.6032532106644,z,5.877667458643876,gp
56992.29081818182,95.47561636210715,z,6.316845477139785,gp
56993.199222222225,96.0887766817248,z,7.417017745565661,gp
56994.10762626263,96.44586535644439,z,8.803108665703032,gp
56995.016030303035,96.52676676239152,z,10.160333120668712,gp
56995.92443434343,96.30893167437337,z,11.315695192623876,gp
56996.83283838384,95.76724495675056,z,12.183332781394299,gp
56997.74124242424,94.87388082161144,z,12.730603550970653,gp
56998.64964646465,93.5981450233325,z,12.962907513992906,gp
56999.55805050505,91.90630330536462,z,12.917645487833768,gp
57000.46645454546,89.76139535939589,z,12.661329556728472,gp
57001.37485858586,87.12304566600059,z,12.28448445531286,gp
57002.28326262626,83.98658991387401,z,11.849035847597364,gp
57003.191666666666,80.47054115325898,z,11.291705824751617,gp
57004.10007070707,76.71596513788543,z,10.542155631183673,gp
57005.008474747476,72.86184991438614,z,9.569717578507053,gp
57005.91687878788,69.04594907715074,z,8.402074187262553,gp
57006.825282828286,65.40561866522114,z,7.153318792384579,gp
57007.73368686869,62.07865141331655,z,6.069610858729379,gp
57008.642090909096,59.19624689486275,z,5.508303236564644,gp
57009.55049494949,56.76246847735544,z,5.404062491225627,gp
57010.4588989899,54.677826789724236,z,5.39803139913353,gp
57011.3673030303,52.841285732977525,z,5.417588726700578,gp
57012.27570707071,51.15294870964783,z,5.709036474697586,gp
57013.18411111111,49.54441131002861,z,6.417884614762082,gp
57014.09251515152,48.015581745854576,z,7.206986810357743,gp
57015.00091919192,46.57548409702326,z,7.801965064889889,gp
57015.90932323232,45.233251391604,z,8.084560695079263,gp
57016.817727272726,43.99819118170154,z,8.06874397460627,gp
57017.72613131313,42.87985130442448,z,7.907360396234767,gp
57018.634535353536,41.88808613250717,z,7.9154470471892,gp
57019.54293939394,41.032555422481636,z,8.500423086224695,gp
57020.451343434346,40.31104350940021,z,9.698986185299738,gp
57021.35974747475,39.7098619017049,z,11.187647570017596,gp
57022.268151515156,39.215194552868184,z,12.69946742313506,gp
57023.176555555554,38.81350890560472,z,14.060989778783176,gp
57024.08495959596,38.49148111563849,z,15.163036317800119,gp
57024.993363636364,38.235921701735464,z,15.936111245330208,gp
57025.90176767677,38.033701301504806,z,16.336607039133824,gp
57026.810171717174,37.87167621196383,z,16.34027605201924,gp
57027.71857575758,37.73661339208465,z,15.940535726409083,gp
57028.626979797984,37.615114601487164,z,15.151260774357505,gp
57029.53538383839,37.49353934521662,z,14.016121795093607,gp
57030.44378787879,37.357926288938955,z,12.630530881538474,gp
57031.35219191919,37.193912802049766,z,11.188864816628724,gp
57032.2605959596,36.986652277983055,z,10.06704099286795,gp
57033.169,36.72072887145093,z,9.86069399294564,gp
