mjd,fluxcal,flt,fluxcalerr,processing
61145.792264646465,3341.101467612767,g,181.1372837555946,gp
61146.14516868687,3333.8965655704396,g,181.52749685599693,gp
61146.49807272727,3325.536583027735,g,182.20148311987288,gp
61146.85097676767,3315.975381427592,g,183.28407605655372,gp
61147.203880808076,3305.166299906501,g,184.9120745090515,gp
61147.556784848486,3293.062139256979,g,187.22791003959608,gp
61147.90968888889,3279.6151457374235,g,190.3721066521399,gp
61148.26259292929,3264.777763372713,g,194.47341232678897,gp
61148.615496969695,3248.5398969576927,g,199.56110630461475,gp
61148.9684010101,3230.9456104322817,g,205.5285500119094,gp
61149.3213050505,3212.0426415820402,g,212.24931635868907,gp
61149.67420909091,3191.8781711672927,g,219.59387049960543,gp
61150.02711313131,3170.498840023225,g,227.4352505145284,gp
61150.380017171716,3147.950765994221,g,235.65288882933376,gp
61150.73292121212,3124.279560738294,g,244.13485041708606,gp
61151.08582525252,3099.5303463767104,g,252.77886568522308,gp
61151.438729292924,3073.747772018198,g,261.4925275003561,gp
61151.791633333334,3046.9760301391925,g,270.19295934383786,gp
61152.14453737374,3019.2588728469746,g,278.8061843114684,gp
61152.49744141414,2990.639628011537,g,287.2663537488328,gp
61152.85034545454,2961.161215277467,g,295.5149378533994,gp
61153.203249494945,2930.86616196921,g,303.49993949774756,gp
61153.556153535355,2899.796618871351,g,311.1751645432579,gp
61153.90905757576,2867.994375921031,g,318.49956384393255,gp
61154.26196161616,2835.500877773915,g,325.43665113230156,gp
61154.614865656564,2802.357239295876,g,331.9539946430246,gp
61154.96776969697,2768.604260940583,g,338.0227770669013,gp
61155.32067373737,2734.2824440534496,g,343.61741699212047,gp
61155.67357777778,2699.432006073661,g,348.7152446866624,gp
61156.02648181818,2664.0928956693733,g,353.29622535574583,gp
61156.379385858585,2628.304807784938,g,357.3427236175634,gp
61156.73228989899,2592.107198613976,g,360.83930365886584,gp
61157.08519393939,2555.5393005134592,g,363.7725602805572,gp
61157.43809797979,2518.640136835804,g,366.1309767625604,gp
61157.7910020202,2481.4485367154557,g,367.90480612888507,gp
61158.143906060606,2444.0031497867076,g,369.08597299181196,gp
61158.49681010101,2406.3424608475834,g,369.66799367787155,gp
61158.84971414141,2368.504804484912,g,369.64591281097825,gp
61159.202618181815,2330.5283796368058,g,369.0162549524969,gp
61159.55552222222,2292.451264130794,g,367.77699028572493,gp
61159.90842626263,2254.3114291648435,g,365.92751369823054,gp
61160.26133030303,2216.146753777868,g,363.4686369727338,gp
61160.61423434343,2177.9950392603387,g,360.4025941552683,gp
61160.967138383836,2139.8940235680184,g,356.7330605567327,gp
61161.32004242424,2101.8813956893227,g,352.4651862609785,gp
61161.67294646464,2063.994810013148,g,347.60564550606324,gp
61162.02585050505,2026.27190066394,g,342.1627038787018,gp
61162.378754545454,1988.7502958425703,g,336.1463059805667,gp
61162.73165858586,1951.467632149006,g,329.5681871093881,gp
61163.08456262626,1914.4615689016518,g,322.44201363952664,gp
61163.43746666666,1877.7698024686088,g,314.7835582596617,gp
61163.79037070707,1841.4300805856092,g,306.61091814164234,gp
61164.143274747476,1805.4802167052585,g,297.94478666568904,gp
61164.49617878788,1769.9581043304825,g,288.8087926745705,gp
61164.84908282828,1734.9017313918303,g,279.22992573585066,gp
61165.201986868684,1700.349194622504,g,269.23907184281535,gp
61165.55489090909,1666.3387139749739,g,258.8716919494188,gp
61165.9077949495,1632.908647048771,g,248.16868618434017,gp
61166.2606989899,1600.0975035651627,g,237.17750016520256,gp
61166.6136030303,1567.9439598671197,g,225.95354679536825,gp
61166.966507070705,1536.4868734589836,g,214.56203685203394,gp
61167.31941111111,1505.7652975986239,g,203.08033191421313,gp
61167.67231515151,1475.818495923022,g,191.6009461759382,gp
61168.02521919192,1446.6859571385958,g,180.23531139057002,gp
61168.37812323232,1418.407409757403,g,169.11834259797007,gp
61168.731027272726,1391.0228368927,g,158.4136254458745,gp
61169.08393131313,1364.5724911258421,g,148.31855807644718,gp
61169.43683535353,1339.0969094275642,g,139.06784376586893,gp
61169.789739393935,1314.6369281632706,g,130.93223204132684,gp
61170.142643434345,1291.2337710225056,g,124.2072316363389,gp
61170.49554747475,1268.943541571014,g,119.10631581447085,gp
61170.84845151515,1247.8547206812818,g,115.639322630594,gp
61171.20135555555,1228.0604369558077,g,113.7659073359928,gp
61171.554259595956,1209.654233887819,g,113.4268071336119,gp
61171.90716363636,1192.730103214104,g,114.55434846501058,gp
61172.26006767677,1177.378081607454,g,117.08132449355796,gp
61172.61297171717,1163.5602468263696,g,120.90557812715176,gp
61172.965875757574,1151.0940449457194,g,125.8958545711242,gp
61173.31877979798,1139.789575320192,g,131.95327194916354,gp
61173.67168383838,1129.4573086784167,g,139.01914606205062,gp
61174.02458787878,1119.9080211274922,g,147.07305830108092,gp
61174.37749191919,1110.9527282397084,g,156.12659107812814,gp
61174.730395959596,1102.4026191958765,g,166.21499149422303,gp
61175.0833,1094.0689909715347,g,177.38837678343106,gp
61136.1766,3430.074418885619,i,294.82692084912514,gp
61137.08367272727,3457.116584491159,i,279.2598746526372,gp
61137.99074545455,3484.0058232921933,i,264.46602311978086,gp
61138.89781818182,3510.5851223118793,i,250.4778924407399,gp
61139.80489090909,3536.69710328436,i,237.33799236422715,gp
61140.711963636364,3562.1839433410078,i,225.1001932079233,gp
61141.619036363634,3586.8872955026727,i,213.83035997890696,gp
61142.526109090904,3610.6482089572505,i,203.60574267143156,gp
61143.43318181818,3633.307049083703,i,194.5125016007823,gp
61144.34025454545,3654.703417193216,i,186.64072221547215,gp
61145.24732727273,3674.676088364637,i,180.07643591406443,gp
61146.1544,3693.095125094626,i,174.8469145274575,gp
61147.06147272727,3709.9280499329034,i,170.82348947624942,gp
61147.96854545455,3725.1581774406277,i,167.8343733893133,gp
61148.87561818182,3738.7508314050056,i,165.6807348267274,gp
61149.78269090909,3750.6615301110705,i,164.16041347575984,gp
61150.689763636365,3760.844660298118,i,163.0908768599608,gp
61151.596836363635,3769.2535273141134,i,162.31665289178147,gp
61152.503909090905,3775.8403314449597,i,161.71305780899309,gp
61153.41098181818,3780.5561438030677,i,161.18688032357417,gp
61154.31805454545,3783.3511673299804,i,160.67453008535318,gp
61155.22512727272,3784.219780422854,i,160.1116060055987,gp
61156.1322,3783.2497709804143,i,159.4012571110733,gp
61157.03927272727,3780.5396227614738,i,158.4653045617441,gp
61157.94634545454,3776.186729943051,i,157.25265976221007,gp
61158.85341818182,3770.287445367193,i,155.7399113531818,gp
61159.76049090909,3762.937128373428,i,153.93149457696884,gp
61160.667563636365,3754.230192234988,i,151.8595730821212,gp
61161.574636363635,3744.2601512170722,i,149.5835752503597,gp
61162.481709090905,3733.1196672721876,i,147.18912225233467,gp
61163.38878181818,3720.9005963938575,i,144.7858644411709,gp
61164.29585454545,3707.693987612962,i,142.50310873702983,gp
61165.20292727272,3693.5791092821673,i,140.43142458691224,gp
61166.11,3678.6099716142785,i,138.56894904765534,gp
61167.01707272727,3662.8366656581593,i,136.91753697697615,gp
61167.92414545454,3646.308661325411,i,135.49973696196605,gp
61168.83121818182,3629.074832773691,i,134.36124128328237,gp
61169.73829090909,3611.1853063370368,i,133.56654271839815,gp
61170.64536363636,3592.7117453015576,i,133.14998095969216,gp
61171.552436363636,3573.7254165534146,i,133.100899674821,gp
61172.459509090906,3554.2827464417937,i,133.40260225211816,gp
61173.366581818176,3534.43913636725,i,134.06796487563503,gp
61174.27365454545,3514.2495732335346,i,135.1434002662925,gp
61175.180727272724,3493.76865780251,i,136.70784256544675,gp
61176.0878,3473.0506329355285,i,138.8677827145064,gp
61176.99487272727,3452.1532976080907,i,141.72925803829463,gp
61177.90194545454,3431.148468917924,i,145.33878813890766,gp
61178.80901818182,3410.1109958036104,i,149.73318910690483,gp
61179.71609090909,3389.111028833079,i,154.94321221608337,gp
61180.62316363636,3368.1760373787856,i,160.91870585250604,gp
61181.53023636364,3347.309139176433,i,167.56590578801573,gp
61182.43730909091,3326.489212213119,i,174.76640766056582,gp
61183.34438181818,3305.6657092817495,i,182.37565138266413,gp
61184.251454545454,3284.7860863824603,i,190.262842020155,gp
61185.158527272724,3263.7975703969996,i,198.3154275413747,gp
61186.065599999994,3242.6471343079934,i,206.4392255296174,gp
61186.97267272727,3221.2814722994717,i,214.55734760422996,gp
61187.87974545454,3199.646974729569,i,222.60850237154062,gp
61188.78681818182,3177.6897029664574,i,230.54503141825333,gp
61189.69389090909,3155.355364078092,i,238.33087215143797,gp
61190.60096363636,3132.5892853668392,i,245.93953806897844,gp
61191.50803636364,3109.340217246234,i,253.35146850935038,gp
61192.41510909091,3085.6192556546966,i,260.5408469915043,gp
61193.32218181818,3061.4685742424354,i,267.45763614116476,gp
61194.229254545455,3036.9092229026714,i,274.0349621600452,gp
61195.136327272725,3011.960776438511,i,280.2093594889594,gp
61196.043399999995,2986.6424325272037,i,285.9219590714026,gp
61196.95047272727,2960.9730227177315,i,291.1185119004823,gp
61197.85754545454,2934.9710232702073,i,295.74931536592806,gp
61198.76461818181,2908.6545658411815,i,299.76908534895733,gp
61199.67169090909,2882.0414480192135,i,303.13680482701824,gp
61200.57876363636,2855.1491437145437,i,305.8155709972224,gp
61201.48583636363,2827.994813407548,i,307.77245692754485,gp
61202.39290909091,2800.5953142572516,i,308.97839992226113,gp
61203.29998181818,2772.9672100813173,i,309.40812670259896,gp
61204.207054545455,2745.126781199275,i,309.0401248628929,gp
61205.114127272725,2717.090034154801,i,307.8566707105567,gp
61206.021199999996,2688.872711313858,i,305.8439255294424,gp
61206.92827272727,2660.4903003445356,i,302.9921156585729,gp
61207.83534545454,2631.958043582342,i,299.295816872783,gp
61208.74241818181,2603.2909472846623,i,294.75437093026596,gp
61209.64949090909,2574.503790775716,i,289.37247265585285,gp
61210.55656363636,2545.6111354930526,i,283.1609808147914,gp
61211.46363636363,2516.627333926958,i,276.1380271140742,gp
61212.37070909091,2487.5665384664476,i,268.33052754025425,gp
61213.27778181818,2458.4427101551605,i,259.7762424155153,gp
61214.18485454545,2429.2696273511024,i,250.5265905033853,gp
61215.091927272726,2400.0608943031484,i,240.6505030455113,gp
61215.998999999996,2370.8299496484287,i,230.23970850073263,gp
61216.906072727266,2341.590074821137,i,219.41596172782508,gp
61217.813145454544,2312.354402394103,i,208.34083942660158,gp
61218.720218181814,2283.135924343545,i,197.2287162937207,gp
61219.62729090909,2253.9475002406475,i,186.36316281339057,gp
61220.53436363636,2224.801865385432,i,176.11573191468665,gp
61221.44143636363,2195.7116388686977,i,166.96301871303086,gp
61222.34850909091,2166.689331577613,i,159.49209451898395,gp
61223.25558181818,2137.7473541482113,i,154.37703219987188,gp
61224.16265454545,2108.8983508133033,i,152.3073250960896,gp
61225.06972727273,2080.2231791452045,i,153.8346897099624,gp
61225.9768,2051.8971057277085,i,159.15845993052088,gp
61140.1696,3850.4351117966726,r,168.22086561500183,gp
61141.02602323233,3927.859394195737,r,151.90794545086658,gp
61141.882446464646,4004.411263919079,r,140.24200604599477,gp
61142.73886969697,4077.771769181978,r,131.84275310889345,gp
61143.59529292929,4145.6156626806405,r,125.5928226152307,gp
61144.45171616162,4205.608171894179,r,120.93194270328821,gp
61145.30813939394,4255.406093344776,r,117.96127011923849,gp
61146.16456262626,4293.6345460833545,r,117.02498022623128,gp
61147.02098585859,4321.12937294125,r,118.16254529585856,gp
61147.87740909091,4339.114782380158,r,121.66988768001094,gp
61148.73383232323,4349.643232857394,r,127.74628344540028,gp
61149.59025555556,4353.800216354939,r,135.70852444758032,gp
61150.44667878788,4351.670520568747,r,144.53454302812042,gp
61151.3031020202,4343.310329510037,r,153.56622525183002,gp
61152.15952525252,4328.765189565689,r,162.5317229416945,gp
61153.01594848485,4308.070076151969,r,171.48038847082202,gp
61153.872371717174,4281.249448749295,r,180.68844589187523,gp
61154.72879494949,4248.347073605815,r,190.48475211987653,gp
61155.58521818182,4209.715750684656,r,200.55217552526528,gp
61156.441641414145,4165.892419062817,r,210.1976137123481,gp
61157.298064646464,4117.4076101569735,r,218.80593908607557,gp
61158.15448787879,4064.783465513472,r,225.8701570483768,gp
61159.01091111111,4008.534478507965,r,230.9933519553062,gp
61159.867334343435,3949.1682274720224,r,233.88205393954038,gp
61160.72375757576,3887.186101016923,r,234.33831922052363,gp
61161.58018080808,3823.084016322384,r,232.25393353642875,gp
61162.436604040406,3757.3531311240076,r,227.60837467743545,gp
61163.293027272724,3690.480550158958,r,220.47165629249866,gp
61164.14945050505,3622.9500267983312,r,211.01339543854712,gp
61165.00587373738,3555.242660617194,r,199.52012784876092,gp
61165.862296969695,3487.8375916144214,r,186.42375508909126,gp
61166.71872020202,3421.2126918186987,r,172.34414333380923,gp
61167.57514343434,3355.845255016262,r,158.14516834747818,gp
61168.431566666666,3292.2126852978545,r,144.98710301785704,gp
61169.28798989899,3230.7942853710556,r,134.31193078812743,gp
61170.14441313131,3172.348940545955,r,127.37965422470174,gp
61171.00083636364,3117.8704962560078,r,124.22666231713448,gp
61171.857259595956,3067.0717358848487,r,123.32695786358867,gp
61172.71368282828,3019.382100757597,r,123.01866611289324,gp
61173.57010606061,2974.233859078675,r,122.12192004079556,gp
61174.42652929293,2931.0613470360186,r,120.07240644305813,gp
61175.28295252525,2889.3002115481722,r,116.94201211754931,gp
61176.13937575757,2848.3871058450604,r,113.44165551360855,gp
61176.9957989899,2808.08797122752,r,110.68020277025133,gp
61177.852222222224,2768.9454670969208,r,109.68411292515563,gp
61178.70864545454,2730.9567948878394,r,111.63741243631118,gp
61179.56506868687,2694.256382014122,r,117.8681715086057,gp
61180.42149191919,2658.6361126738047,r,129.23383482347955,gp
61181.27791515151,2623.4098194197722,r,146.13939454924477,gp
61182.13433838384,2588.0762884340947,r,168.3474242492306,gp
61182.99076161616,2552.5992513110978,r,194.4832439442777,gp
61183.847184848484,2517.0085317123885,r,223.25931357657782,gp
61184.70360808081,2481.3325876784947,r,253.7035803801805,gp
61185.56003131313,2445.59856765905,r,285.0991945940982,gp
61186.416454545455,2409.8323647801953,r,316.91090043948793,gp
61187.272877777774,2374.0586694171943,r,348.7287753933414,gp
61188.1293010101,2338.3010201184006,r,380.23007594099397,gp
61188.985724242426,2302.581852955598,r,411.154132101093,gp
61189.842147474745,2266.922549343639,r,441.2857639083706,gp
61190.69857070707,2231.3434823901334,r,470.4441251975437,gp
61191.55499393939,2195.864061834247,r,498.4750153881845,gp
61192.411417171716,2160.502777613394,r,525.2454427935396,gp
61193.26784040404,2125.2772421246264,r,550.6396815742925,gp
61194.12426363636,2090.2042312167396,r,574.5563437601423,gp
61194.98068686869,2055.299723966644,r,596.9061586345978,gp
61195.837110101005,2020.5789412913728,r,617.6102577740382,gp
61196.69353333333,1986.056383432253,r,636.5988309757863,gp
61197.54995656566,1951.7458663594225,r,653.8100614405682,gp
61198.406379797976,1917.660557145944,r,669.1892770089582,gp
61199.2628030303,1883.8130083425713,r,682.6882734649644,gp
61200.11922626262,1850.215191403251,r,694.2647792572037,gp
61200.97564949495,1816.878529195048,r,703.8820405998315,gp
61201.83207272727,1783.8139276396832,r,711.5085131382631,gp
61202.68849595959,1751.031806515275,r,717.1176521449373,gp
61203.54491919192,1718.542129459951,r,720.6877981808262,gp
61204.40134242424,1686.3544332189558,r,722.2021598539275,gp
61205.25776565656,1654.4778561578642,r,721.648900171297,gp
61206.11418888889,1622.9211660921028,r,719.0213384733013,gp
61206.97061212121,1591.6927874539324,r,714.3182865994739,gp
61207.82703535353,1560.8008278352936,r,707.5445464286707,gp
61208.68345858585,1530.253103943829,r,698.7116071833711,gp
61209.53988181818,1500.0571669919555,r,687.8385961561655,gp
61210.396305050504,1470.2203275645807,r,674.9535576521138,gp
61211.25272828282,1440.7496799841247,r,660.0951645740231,gp
61212.10915151515,1411.652126208046,r,643.3150090809683,gp
61212.965574747475,1382.934399291862,r,624.6806786827467,gp
61213.821997979794,1354.6030864391287,r,604.279909916146,gp
61214.67842121212,1326.664651670726,r,582.2262342950326,gp
61215.53484444444,1299.125458145416,r,558.6667043770383,gp
61216.391267676765,1271.991790151489,r,533.7925260930831,gp
61217.24769090909,1245.269874801037,r,507.85373330485896,gp
61218.10411414141,1218.9659034568213,r,481.17939358329454,gp
61218.960537373736,1193.0860529110396,r,454.20509916366115,gp
61219.816960606055,1167.6365063482954,r,427.50928099114725,gp
61220.67338383838,1142.623474114298,r,401.8582149922486,gp
61221.52980707071,1118.0532143218952,r,378.25445991124633,gp
61222.386230303026,1093.932053312521,r,357.9718022910666,gp
61223.24265353535,1070.2664060021052,r,342.5401242091368,gp
61224.09907676767,1047.0627961395876,r,333.6256666659605,gp
61224.9555,1024.327876494266,r,332.7697514252827,gp
61136.2005,3124.6362843392853,z,356.1163090795237,gp
61137.10757272727,3191.74406818625,z,340.41915509339674,gp
61138.01464545455,3260.1063795126174,z,327.0273616074625,gp
61138.92171818182,3329.6611078645947,z,315.979822631854,gp
61139.82879090909,3400.335803425485,z,307.2582788270607,gp
61140.735863636364,3471.9475295633165,z,300.6262997146706,gp
61141.642936363634,3544.2481873957367,z,295.7100766958779,gp
61142.550009090904,3616.9889599407106,z,292.12058011973255,gp
61143.45708181818,3689.9210315416058,z,289.47665250695366,gp
61144.36415454545,3762.795460600122,z,287.42257130004333,gp
61145.27122727273,3835.3630522353997,z,285.64022889183684,gp
61146.1783,3907.3742308215806,z,283.85614379303144,gp
