flt,mjd,fluxcal,fluxcalerr,processing
g,57402.69049494949,88.10843459443672,17.930004570810656,gp
g,57403.407333333336,85.88930873071375,17.957194455567485,gp
g,57404.12417171717,83.35158708918554,50.07756001564871,gp
g,57404.84101010101,80.58503393714186,81.43532542438209,gp
g,57405.55784848485,77.67040316226155,110.97915785430855,gp
g,57406.27468686869,74.67514766346937,138.38995243570514,gp
g,57406.991525252524,71.65528402495389,163.51883966029874,gp
g,57407.70836363637,68.65701238264455,186.30923897678835,gp
g,57408.425202020204,65.71812062242886,206.7625326021262,gp
g,57409.14204040404,62.86919846358815,224.91675655389096,gp
g,57409.858878787876,60.13468378867449,240.83182494285094,gp
g,57410.57571717172,57.53376073672903,254.57883255318484,gp
g,57411.292555555556,55.0811265373746,266.23215222954315,gp
g,57412.00939393939,52.78764179076322,275.8635364917052,gp
g,57412.726232323235,50.66087685824554,283.53769434712956,gp
g,57413.44307070707,48.70556519024463,289.3089736127729,gp
g,57414.15990909091,46.923972751968535,293.2188847555474,gp
g,57414.87674747475,45.31619119136419,295.29427661237276,gp
g,57415.59358585859,43.88036099972456,295.5460292284296,gp
g,57416.31042424242,42.612829626054726,293.9681714674713,gp
g,57417.02726262627,41.50824829893043,290.53736556340357,gp
g,57417.7441010101,40.55961016648403,285.2127306182509,gp
g,57418.46093939394,39.758231268174185,277.9360047534615,gp
g,57419.17777777778,39.09367478399926,268.63207350500943,gp
g,57419.89461616162,38.553617951183554,257.2099226535832,gp
g,57420.611454545455,38.12365997828692,243.5641104181968,gp
g,57421.32829292929,37.78706820641201,227.57690254564307,gp
g,57422.045131313134,37.52445864893644,209.12128594509988,gp
g,57422.76196969697,37.313405868509214,188.06520073028992,gp
g,57423.47880808081,37.12797590474162,164.27759094923124,gp
g,57424.19564646465,36.93817462898515,137.63757217646145,gp
g,57424.912484848486,36.70930245356838,108.05051969037955,gp
g,57425.62932323232,36.4012047403272,75.4879145379984,gp
g,57426.346161616166,35.96740551329002,40.191436520042565,gp
g,57427.063,35.35411015736439,9.839595177535069,gp
i,57356.1,497.3660559920995,6.88578443903705,gp
i,57356.81684848485,570.0857851294627,33.389496144681694,gp
i,57357.533696969695,648.3034431682604,60.682885655649045,gp
i,57358.250545454546,730.5661233424539,82.91884037728205,gp
i,57358.96739393939,815.443768177106,99.84233681724616,gp
i,57359.68424242424,901.5152797270121,111.38694267999313,gp
i,57360.40109090909,987.3546584092005,117.5641787848234,gp
i,57361.11793939394,1071.517077237083,118.44821167508324,gp
i,57361.83478787879,1152.5247977046197,114.17552425916254,gp
i,57362.551636363634,1228.8528326384326,104.95114622610909,gp
i,57363.268484848486,1298.9142597253244,91.06150728856109,gp
i,57363.98533333333,1361.045087263264,72.89924320579114,gp
i,57364.70218181818,1413.4885710292126,51.02588267958589,gp
i,57365.41903030303,1454.3788778007179,26.498677315847118,gp
i,57366.13587878788,1481.724899369004,9.804447805011632,gp
i,57366.85272727272,1494.35757609145,30.088893538591456,gp
i,57367.569575757574,1493.7533807391428,49.86270864552155,gp
i,57368.286424242426,1481.7505232632006,64.20030865399478,gp
i,57369.00327272727,1460.0608636413958,72.43481153408463,gp
i,57369.72012121212,1430.2849252130427,74.29477746019462,gp
i,57370.436969696966,1393.9261268933847,69.71606458363458,gp
i,57371.15381818182,1352.4043273520642,58.82684055012518,gp
i,57371.87066666666,1307.0687701197376,42.02766746795557,gp
i,57372.587515151514,1259.2105149647837,20.727136206994537,gp
i,57373.304363636365,1210.0683202856073,14.902086153819818,gp
i,57374.02121212121,1160.5147485574594,39.13386495412776,gp
i,57374.73806060606,1110.9017034110034,63.54949847228431,gp
i,57375.454909090906,1061.5186080556614,85.25769139997459,gp
i,57376.17175757576,1012.6361433133875,103.52263740028448,gp
i,57376.8886060606,964.5095076030154,117.92447601544886,gp
i,57377.60545454545,917.3815338103338,128.19286076830733,gp
i,57378.322303030305,871.4856852385419,134.16402923474575,gp
i,57379.03915151515,827.0489519707887,135.7638337580832,gp
i,57379.756,784.2946683126274,133.00109545341374,gp
i,57380.472848484846,743.4452714346559,125.96757333156607,gp
i,57381.1896969697,704.72502086246,114.84391946319988,gp
i,57381.90654545454,668.3626981697543,99.91264716210368,gp
i,57382.62339393939,634.5943060069718,81.5815202464819,gp
i,57383.34024242424,603.6657855239581,60.42806747825627,gp
i,57384.05709090909,575.8357712428941,37.31754556350894,gp
i,57384.77393939394,551.3784026126112,14.276113745469043,gp
i,57385.490787878785,530.5597849047972,13.873543595720125,gp
i,57386.20763636364,513.1363183133645,28.157680643032226,gp
i,57386.92448484848,498.3927105576286,34.51403313139451,gp
i,57387.64133333333,485.6087738332009,32.067337861199164,gp
i,57388.35818181818,474.07195081369855,21.629033096030483,gp
i,57389.07503030303,463.07139715744705,10.564016116251802,gp
i,57389.79187878788,452.0228363952128,24.561741419591453,gp
i,57390.508727272725,440.8584146953295,42.25981709676116,gp
i,57391.22557575758,429.6326896283117,56.20106880831962,gp
i,57391.94242424242,418.39146289314135,64.96953257640332,gp
i,57392.65927272727,407.17238548136226,67.90365026743368,gp
i,57393.37612121212,396.00549271524244,64.71787337019784,gp
i,57394.09296969697,384.913673076804,55.438322201253676,gp
i,57394.80981818182,373.91307431968744,40.45230866819158,gp
i,57395.526666666665,363.0134499444782,21.04403163523864,gp
i,57396.24351515152,352.2186255400196,12.064488123487699,gp
i,57396.96036363636,341.54758435771805,31.865790279247438,gp
i,57397.67721212121,331.05444715801656,50.554022069755504,gp
i,57398.39406060606,320.79313688609295,64.41657344671953,gp
i,57399.11090909091,310.8134019720068,72.54079305664615,gp
i,57399.82775757576,301.16143759847915,74.41934371503916,gp
i,57400.544606060605,291.8804710144907,69.75930674115078,gp
i,57401.261454545456,283.01131509293697,58.44587062556969,gp
i,57401.9783030303,274.5928941079598,40.58459784007586,gp
i,57402.69515151515,266.6627455092065,17.170337767897937,gp
i,57403.412,259.25654180410567,17.472112189932115,gp
i,57404.12884848485,252.38583929489891,47.51244976845544,gp
i,57404.84569696969,246.03740072820597,78.33328672018578,gp
i,57405.562545454544,240.1966489462219,108.5240441003578,gp
i,57406.279393939396,234.84880191432018,137.59600607773697,gp
i,57406.99624242424,229.97885399931567,165.2271284777048,gp
i,57407.71309090909,225.57154611933342,191.179636844721,gp
i,57408.42993939394,221.61132478706458,215.27241498438326,gp
i,57409.14678787879,218.0822899755954,237.36592389130712,gp
i,57409.86363636363,214.96813164919573,257.3520691015409,gp
i,57410.580484848484,212.25205470530273,275.1467555401708,gp
i,57411.297333333336,209.91669198470504,290.68417786567113,gp
i,57412.01418181818,207.94400491142937,303.9123423155415,gp
i,57412.73103030303,206.31517122803123,314.78951257231193,gp
i,57413.447878787876,205.01045919299816,323.2813754501229,gp
i,57414.16472727273,204.0090875046177,329.35878380134426,gp
i,57414.88157575757,203.2890701093442,332.99597419038486,gp
i,57415.598424242424,202.82704494162698,334.16918483643343,gp
i,57416.315272727275,202.59808552601976,332.85561990022785,gp
i,57417.03212121212,202.5754942496193,329.0327221861029,gp
i,57417.74896969697,202.73057598420849,322.6777295822782,gp
i,57418.465818181816,203.03239060034048,313.76750251329827,gp
i,57419.18266666667,203.44748277079378,302.27862176298055,gp
i,57419.89951515151,203.93958730630396,288.1877702727046,gp
i,57420.61636363636,204.46930810222165,271.4724325474571,gp
i,57421.33321212121,204.99376859903117,252.11197907839704,gp
i,57422.05006060606,205.46623147211525,230.0892703784734,gp
i,57422.76690909091,205.83568506505583,205.39307065711273,gp
i,57423.483757575756,206.0463938658367,178.02197821342793,gp
i,57424.20060606061,206.03741009400466,147.9919014870701,gp
i,57424.91745454545,205.74204321932527,115.35429056783988,gp
i,57425.6343030303,205.08728396615447,80.26000686021631,gp
i,57426.35115151515,203.99317907173358,43.358465836700894,gp
i,57427.068,202.37215275900783,14.979981453556485,gp
r,57356.098,610.8068106565963,6.6990517996280055,gp
r,57356.81484848485,685.2145146828097,40.24128950950074,gp
r,57357.531696969694,765.2825687685822,73.58643199292541,gp
r,57358.248545454546,849.3765681811278,100.7645081449385,gp
r,57358.96539393939,935.8828862018131,121.51710515646553,gp
r,57359.68224242424,1023.1863469289087,135.76141456598447,gp
r,57360.399090909086,1109.6477931188133,143.49842308808817,gp
r,57361.11593939394,1193.5813384242529,144.79893896357203,gp
r,57361.83278787879,1273.2310904453911,139.8037007535257,gp
r,57362.549636363634,1346.7471263675984,128.7311578887651,gp
r,57363.266484848486,1412.160496507312,111.89365944847452,gp
r,57363.98333333333,1467.3570228170688,89.7282657224728,gp
r,57364.70018181818,1510.0496492646053,62.87097174185727,gp
r,57365.417030303026,1537.749088831679,32.524111147827455,gp
r,57366.13387878788,1547.7338999481817,11.42890613498135,gp
r,57366.85072727272,1538.5010778234594,37.09833664783215,gp
r,57367.567575757574,1512.5682265529658,61.68507472995916,gp
r,57368.284424242425,1472.972772149765,79.45834561724635,gp
r,57369.00127272727,1422.5344206077511,89.64746611058327,gp
r,57369.71812121212,1363.8903278461325,91.93167989504468,gp
r,57370.434969696966,1299.528472940232,86.2287369499749,gp
r,57371.15181818182,1231.8195396367323,72.67317037313262,gp
r,57371.86866666666,1163.04759867204,51.68747425863685,gp
r,57372.58551515151,1095.4398732216123,24.659337601541143,gp
r,57373.302363636365,1031.1783899566994,16.819241260643704,gp
r,57374.01921212121,971.4986656378965,47.84762725871887,gp
r,57374.73606060606,916.241312484005,78.221485692013,gp
r,57375.452909090905,865.1499395573262,105.04110973133,gp
r,57376.16975757576,817.9852028400433,127.52424318051668,gp
r,57376.8866060606,774.5237703895107,145.21132789187413,gp
r,57377.60345454545,734.5573384976545,157.8067966538733,gp
r,57378.320303030305,697.8916950928052,165.1336982513637,gp
r,57379.03715151515,664.3458266229102,167.11412439353126,gp
r,57379.754,633.7510646895292,163.76123503131885,gp
r,57380.470848484845,605.9502687093932,155.17943406413065,gp
r,57381.1876969697,580.7970408468269,141.572200675643,gp
r,57381.90454545454,558.1549694634101,123.2588052518998,gp
r,57382.62139393939,537.8968972617206,100.70353960823564,gp
r,57383.33824242424,519.9042102577414,74.56769685780813,gp
r,57384.05509090909,504.0661436182993,45.82938964765381,gp
r,57384.77193939394,490.27910030970656,16.56277194863158,gp
r,57385.488787878785,478.4290866263582,16.341035301701755,gp
r,57386.20563636364,468.0683341595706,34.73122536876804,gp
r,57386.92248484848,458.4357677096286,42.693390187616,gp
r,57387.63933333333,448.7504547774757,39.448803633570634,gp
r,57388.35618181818,438.21441044742625,25.76752862034816,gp
r,57389.07303030303,426.0033924980317,9.547001094665086,gp
r,57389.78987878788,411.52748615764773,29.145509380201972,gp
r,57390.506727272725,395.23974441981306,51.84910456743609,gp
r,57391.223575757576,377.82906722725784,69.4403863607443,gp
r,57391.94042424242,359.95675569806787,80.44822798692276,gp
r,57392.65727272727,342.26505148849157,84.12685962434479,gp
r,57393.37412121212,325.38546455651215,80.1431138577256,gp
r,57394.09096969697,309.9469659938887,68.51396609198069,gp
r,57394.80781818182,296.58412138191,49.63639106961682,gp
r,57395.524666666664,285.9452394913083,24.66239345879536,gp
r,57396.241515151516,278.6969625280666,11.986065741772887,gp
r,57396.95836363636,275.10228965667403,38.593567919993895,gp
r,57397.67521212121,274.61906900224767,62.15971681422521,gp
r,57398.39206060606,276.6368146610255,79.4308762071029,gp
r,57399.10890909091,280.5651403085409,89.47788356257723,gp
r,57399.82575757576,285.82662004870963,91.74697911718766,gp
r,57400.542606060604,291.84973596198205,85.91553140097207,gp
r,57401.259454545456,298.06184861844577,71.85886103738352,gp
r,57401.9763030303,303.8821268842631,49.681868776498455,gp
r,57402.69315151515,308.71437290518895,20.269045399572896,gp
r,57403.409999999996,311.95776860547016,20.44379223349442,gp
r,57404.12684848485,313.42776900535824,57.60820931185326,gp
r,57404.84369696969,313.3710429260831,94.91770978056279,gp
r,57405.560545454544,312.026299522826,131.0467480534038,gp
r,57406.277393939396,309.6056056231404,165.48910181834626,gp
r,57406.99424242424,306.29697231775367,197.91608068147815,gp
r,57407.71109090909,302.2666921462665,228.0983241806569,gp
r,57408.427939393936,297.6614481197429,255.8745232663365,gp
r,57409.14478787879,292.61021386748433,281.1324368962573,gp
r,57409.86163636363,287.22596239970244,303.7955296163053,gp
r,57410.578484848484,281.6071993186376,323.81298410882806,gp
r,57411.295333333335,275.8393347850758,341.1520187073694,gp
r,57412.01218181818,269.99590713369736,355.79188722179936,gp
r,57412.72903030303,264.13966972382013,367.71915668899135,gp
r,57413.445878787876,258.3235514024146,376.92398392426117,gp
r,57414.16272727273,252.5914998264122,383.39719153491643,gp
r,57414.87957575757,246.97921584479937,387.1279985735864,gp
r,57415.59642424242,241.51478615491584,388.1023003299133,gp
r,57416.313272727275,236.21922052881266,386.30142145982273,gp
r,57417.03012121212,231.10689903276477,381.701290189296,gp
r,57417.74696969697,226.18593384085924,374.27200100110184,gp
r,57418.463818181815,221.4584494597063,363.9777507814726,gp
r,57419.18066666667,216.92078442564676,350.7771504402038,gp
r,57419.89751515151,212.56361681499283,334.6239323942964,gp
r,57420.61436363636,208.37201519894194,315.46809687850407,gp
r,57421.33121212121,204.3254159885345,293.2575725127129,gp
r,57422.04806060606,200.3975274318916,267.9405222012409,gp
r,57422.76490909091,196.55615985250273,239.4685404255552,gp
r,57423.481757575755,192.76298103727612,207.80127535395846,gp
r,57424.19860606061,188.97319499959866,172.91388749323187,gp
r,57424.91545454545,185.13514164622066,134.81215676492621,gp
r,57425.6323030303,181.1898141588518,93.57830644604611,gp
r,57426.34915151515,177.07029016580879,49.644618744003765,gp
r,57427.066,172.7010720069926,12.98480498026795,gp
z,57356.103,395.0137603076241,7.621750360224455,gp
z,57356.81983838384,452.56172891607,26.86845662643898,gp
z,57357.53667676768,514.2886382169345,48.17059651057421,gp
z,57358.25351515152,579.2013456688492,65.61437037504012,gp
z,57358.970353535355,646.3229896128719,78.889228426369,gp
z,57359.6871919192,714.6851070487519,87.92603640527503,gp
z,57360.404030303034,783.3197832608394,92.7339407138033,gp
z,57361.12086868687,851.2517892936339,93.37737913137417,gp
z,57361.83770707071,917.4906631807753,89.97355178708341,gp
z,57362.55454545455,981.022690520846,82.69729771395303,gp
z,57363.271383838386,1040.8027394671026,71.79294281160102,gp
z,57363.98822222222,1095.7459044730717,57.60018719811635,gp
z,57364.705060606066,1144.7189121132105,40.630185561590956,gp
z,57365.4218989899,1186.531241153852,21.993190661462243,gp
z,57366.13873737374,1219.9264128036361,10.481238052628003,gp
z,57366.85557575758,1244.1095975298877,24.47241690425094,gp
z,57367.57241414142,1259.762967265819,39.48451311595841,gp
z,57368.289252525254,1267.771885682867,50.53279791475825,gp
z,57369.00609090909,1268.9502739513323,56.905490910560076,gp
z,57369.72292929293,1264.046372069727,58.34716195716423,gp
z,57370.43976767677,1253.7481155583678,54.80154164449837,gp
z,57371.156606060606,1238.6881565476697,46.38924685214902,gp
z,57371.87344444445,1219.4485565122777,33.50600486346352,gp
z,57372.590282828285,1196.565176257804,17.67665873587925,gp
z,57373.30712121212,1170.5313709658935,13.798793280293694,gp
z,57374.023959595965,1141.7796448626177,31.51684044279823,gp
z,57374.7407979798,1110.6739664774245,50.297657868779325,gp
z,57375.45763636364,1077.543762999937,67.17388423985933,gp
z,57376.17447474747,1042.6894531562302,81.43637290511323,gp
z,57376.89131313132,1006.3850422037331,92.71277813382142,gp
z,57377.60815151515,968.8805489742645,100.77049459633322,gp
z,57378.32498989899,930.4042788867132,105.46947228751671,gp
z,57379.04182828283,891.1649560675305,106.74517128637373,gp
z,57379.75866666667,851.3537269850704,104.60210856872413,gp
z,57380.475505050505,811.1460473138459,99.113390998679,gp
z,57381.19234343435,770.7034631597812,90.4253509135421,gp
z,57381.909181818184,730.1752971915671,78.76830240358967,gp
z,57382.62602020202,689.7002497366657,64.47736884791905,gp
z,57383.342858585864,649.407924446125,48.03737437279914,gp
z,57384.0596969697,609.4202877122161,30.225341173448626,gp
z,57384.776535353536,569.8530706785677,13.190688154680327,gp
z,57385.49337373737,530.8440554710555,12.481945160163178,gp
z,57386.210212121216,493.06998723282095,22.829940620097076,gp
z,57386.92705050505,457.71211875441804,27.944133640884264,gp
z,57387.64388888889,425.9816698640002,26.742284992640332,gp
z,57388.36072727273,399.11005819725324,20.378455857692938,gp
z,57389.07756565657,378.3581850166179,15.269164121319152,gp
z,57389.7944040404,364.59848269586655,23.376601954877255,gp
z,57390.51124242425,357.0283928655808,35.496574883790075,gp
z,57391.22808080808,354.45267664019275,45.55504780680514,gp
z,57391.94491919192,355.7074506460449,51.911658049437385,gp
z,57392.661757575755,359.65183325050157,53.89252241223507,gp
z,57393.3785959596,365.1597068129663,51.223372234031146,gp
z,57394.095434343435,371.1115514114049,43.92150653264086,gp
z,57394.81227272727,376.3863058158763,32.34931028808099,gp
z,57395.529111111115,379.85321159075465,17.84463583719081,gp
z,57396.24594949495,380.36827303469954,11.753638253822057,gp
z,57396.96278787879,377.3217290786606,25.838663884278997,gp
z,57397.67962626263,371.1587693419715,40.06884580828807,gp
z,57398.39646464647,362.4214611087691,50.7612885542369,gp
z,57399.1133030303,351.62850175984613,57.05316670341809,gp
z,57399.83014141414,339.2790700579076,58.50509604105121,gp
z,57400.54697979798,325.8565634649185,54.87428627308252,gp
z,57401.26381818182,311.8322419438987,46.078132133050524,gp
z,57401.980656565654,297.66879822270903,32.26008575197721,gp
z,57402.6974949495,283.8238741367509,14.661423129367005,gp
z,57403.414333333334,270.74362700564234,15.113445272515241,gp
z,57404.13117171717,258.6320519459555,38.014887409834756,gp
z,57404.848010101014,247.4434971401879,62.21331702858536,gp
z,57405.56484848485,237.12386484717263,86.12106191831971,gp
z,57406.281686868686,227.62210656132265,109.27274978126066,gp
z,57406.99852525253,218.88998911899353,131.38138877952687,gp
z,57407.715363636366,210.8818704759974,152.23679223795608,gp
z,57408.4322020202,203.55448416375793,171.6767102546993,gp
z,57409.14904040404,196.866731466881,189.5732069288469,gp
z,57409.86587878788,190.77948038289287,205.8242792272059,gp
z,57410.58271717172,185.25537045195597,220.34797924880957,gp
z,57411.29955555555,180.25862255581978,233.0780120069243,gp
z,57412.0163939394,175.75485280147586,243.96032178199286,gp
z,57412.73323232323,171.71088961327928,252.95039509909907,gp
z,57413.45007070707,168.09459316034076,260.0111107926298,gp
z,57414.16690909091,164.87467625034697,265.11102375119873,gp
z,57414.88374747475,162.0205258149715,268.2230032165663,gp
z,57415.600585858585,159.50202410729662,269.32316928007316,gp
z,57416.31742424242,157.28936872042345,268.3900875136711,gp
z,57417.034262626265,155.3528905204489,265.40419424639316,gp
z,57417.7511010101,153.66286856969555,260.34743565553765,gp
z,57418.46793939394,152.18934109074394,253.20311410692977,gp
z,57419.18477777778,150.9019114956734,243.9559468532898,gp
z,57419.90161616162,149.76954847109414,232.59235820554954,gp
z,57420.61845454545,148.76037907323598,219.1010524866447,gp
z,57421.335292929296,147.84147374503073,203.47396477434017,gp
z,57422.05213131313,146.97862211949905,185.70779318869197,gp
z,57422.76896969697,146.13609842150936,165.8065740498815,gp
z,57423.485808080804,145.27641522147928,143.78646522137385,gp
z,57424.20264646465,144.36006423027334,119.68613959552468,gp
z,57424.919484848484,143.3452427540526,93.59486413360604,gp
z,57425.63632323232,142.1875643507716,65.75531981273686,gp
z,57426.35316161616,140.83975214609347,37.176615049963445,gp
z,57427.07,139.2513131747039,17.843954009284438,gp
